timestamp,open,high,low,close,volume
2026-07-27T09:15:00+05:30,900.0,900.0,833.1,842.1,49
2026-07-27T09:16:00+05:30,863.15,863.15,830.0,836.4,77
2026-07-27T09:17:00+05:30,838.25,838.25,800.0,810.0,7
2026-07-27T09:18:00+05:30,815.0,829.65,815.0,829.65,9
2026-07-27T09:19:00+05:30,826.05,826.05,826.05,826.05,2
2026-07-27T09:20:00+05:30,815.1,818.25,815.1,815.8,9
2026-07-27T09:21:00+05:30,828.0,828.0,760.05,779.05,81
2026-07-27T09:22:00+05:30,791.0,793.0,770.9,777.85,48
2026-07-27T09:23:00+05:30,797.85,803.65,797.85,803.65,2
2026-07-27T09:24:00+05:30,823.7,823.7,823.7,823.7,1
2026-07-27T09:25:00+05:30,823.7,872.2,823.7,872.2,15
2026-07-27T09:26:00+05:30,860.95,861.1,829.0,829.0,16
2026-07-27T09:28:00+05:30,856.2,856.75,835.9,836.45,9
2026-07-27T09:29:00+05:30,836.45,836.45,836.4,836.45,3
2026-07-27T09:30:00+05:30,833.1,833.1,833.1,833.1,1
2026-07-27T09:31:00+05:30,819.7,846.45,819.7,829.4,64
2026-07-27T09:32:00+05:30,835.85,842.5,823.15,823.15,25
2026-07-27T09:33:00+05:30,833.4,833.9,833.4,833.9,7
2026-07-27T09:34:00+05:30,842.55,842.55,842.55,842.55,1
2026-07-27T09:35:00+05:30,870.0,870.0,870.0,870.0,1
2026-07-27T09:36:00+05:30,882.95,884.1,863.0,868.9,12
2026-07-27T09:37:00+05:30,861.65,869.0,854.45,869.0,11
2026-07-27T09:38:00+05:30,862.4,862.4,842.2,842.2,6
2026-07-27T09:39:00+05:30,877.8,877.8,867.7,867.7,4
2026-07-27T09:40:00+05:30,874.75,874.75,874.75,874.75,1
2026-07-27T09:41:00+05:30,858.2,862.65,858.2,862.65,6
2026-07-27T09:42:00+05:30,849.1,883.0,849.1,883.0,3
2026-07-27T09:43:00+05:30,860.95,860.95,860.95,860.95,1
2026-07-27T09:44:00+05:30,866.05,866.05,866.05,866.05,1
2026-07-27T09:46:00+05:30,865.9,865.9,865.2,865.2,10
