timestamp,spot,atm_strike,atm_ce_premium,atm_pe_premium,straddle_premium,implied_move_pct,pcr
2026-01-16 09:15:00+05:30,25711.65,25700,142.4,94.45,236.85000000000002,0.9211777540531239,0.7160333406248266
2026-01-16 09:16:00+05:30,25691.9,25700,136.1,101.8,237.89999999999998,0.925972777412336,0.9085697267515449
2026-01-16 09:17:00+05:30,25696.3,25700,137.65,100.05,237.7,0.9250359001101325,0.737902362974964
2026-01-16 09:18:00+05:30,25714.4,25700,146.95,88.1,235.04999999999998,0.9140792707587966,0.7998260737092003
2026-01-16 09:19:00+05:30,25730.45,25750,121.65,107.4,229.05,0.890190416413238,0.5743927210866323
2026-01-16 09:20:00+05:30,25728.7,25750,119.35,108.35,227.7,0.8850039061437227,0.6591887417218543
2026-01-16 09:21:00+05:30,25729.75,25750,118.35,106.7,225.05,0.8746684285700406,0.7857567230808585
2026-01-16 09:22:00+05:30,25709.45,25700,136.3,93.7,230.0,0.8946126813292389,0.7758031003221072
2026-01-16 09:23:00+05:30,25709.35,25700,137.8,93.25,231.05,0.8987002783034189,0.832891999662901
2026-01-16 09:24:00+05:30,25714.1,25700,138.85,91.95,230.8,0.897562037948052,0.961474703269014
2026-01-16 09:25:00+05:30,25712.75,25700,137.6,92.6,230.2,0.895275690075935,0.885042367482161
2026-01-16 09:26:00+05:30,25722.15,25700,142.8,86.8,229.60000000000002,0.8926158971936639,0.8455963079912557
2026-01-16 09:27:00+05:30,25714.45,25700,134.7,91.65,226.35,0.8802443762164852,0.7304335665558095
2026-01-16 09:28:00+05:30,25726.9,25750,111.95,107.4,219.35000000000002,0.8526095254383544,0.8039892201087069
2026-01-16 09:29:00+05:30,25725.55,25750,110.45,109.25,219.7,0.8540147829686829,0.7009168333295881
2026-01-16 09:30:00+05:30,25717.15,25700,132.85,91.65,224.5,0.8729583176985007,0.7850924358746575
2026-01-16 09:31:00+05:30,25706.8,25700,127.8,94.95,222.75,0.8665022484323215,0.6050912971831142
2026-01-16 09:32:00+05:30,25692.25,25700,123.15,100.15,223.3,0.8691336881744496,0.9147559209668453
2026-01-16 09:33:00+05:30,25702.9,25700,129.9,93.35,223.25,0.8685790319380302,1.448597939996896
2026-01-16 09:34:00+05:30,25708.75,25700,130.65,91.4,222.05,0.8637137161472263,0.9447412012134974
2026-01-16 09:35:00+05:30,25703.1,25700,130.0,92.7,222.7,0.8664324536729032,1.0843800134177288
