timestamp,open,high,low,close,volume
2026-01-27T09:17:00+05:30,1425.35,1425.35,1425.35,1425.35,0
2026-01-27T09:22:00+05:30,1058.35,1100.0,1058.35,1072.5,5
2026-01-27T09:27:00+05:30,1056.45,1056.45,1056.45,1056.45,1
2026-01-27T09:28:00+05:30,1046.25,1046.25,1031.8,1031.85,3
2026-01-27T09:29:00+05:30,1003.7,1003.75,980.0,980.0,5
2026-01-27T09:30:00+05:30,972.0,972.0,972.0,972.0,1
2026-01-27T09:32:00+05:30,984.45,984.45,984.45,984.45,1
2026-01-27T09:34:00+05:30,1085.0,1085.05,1067.1,1067.1,8
2026-01-27T09:35:00+05:30,1155.9,1155.9,1143.0,1143.0,2
2026-01-27T09:36:00+05:30,1140.65,1140.65,1140.65,1140.65,1
2026-01-27T09:38:00+05:30,1234.8,1234.8,1234.8,1234.8,2
2026-01-27T09:39:00+05:30,1335.3,1335.8,1322.55,1335.8,5
2026-01-27T09:40:00+05:30,1330.0,1349.15,1330.0,1349.15,2
2026-01-27T09:42:00+05:30,1328.95,1328.95,1314.75,1314.75,3
2026-01-27T09:43:00+05:30,1334.45,1334.45,1334.45,1334.45,1
2026-01-27T09:47:00+05:30,1495.05,1495.05,1495.05,1495.05,1
2026-01-27T09:50:00+05:30,1466.85,1466.85,1466.85,1466.85,2
2026-01-27T09:53:00+05:30,1442.5,1442.5,1442.5,1442.5,1
2026-01-27T09:56:00+05:30,1224.35,1224.35,1188.2,1188.2,5
2026-01-27T09:57:00+05:30,1268.45,1268.45,1268.4,1268.4,2
2026-01-27T10:22:00+05:30,1545.0,1545.0,1545.0,1545.0,1
2026-01-27T10:23:00+05:30,1555.1,1555.15,1555.1,1555.15,3
2026-01-27T10:24:00+05:30,1538.3,1538.3,1536.95,1536.95,2
2026-01-27T10:39:00+05:30,1492.65,1580.15,1492.65,1580.15,2
2026-01-27T10:41:00+05:30,1326.45,1326.45,1210.05,1210.05,2
2026-01-27T10:42:00+05:30,1325.7,1325.7,1325.7,1325.7,1
2026-01-27T10:44:00+05:30,1302.25,1302.25,1302.25,1302.25,1
2026-01-27T10:45:00+05:30,1221.15,1221.15,1221.15,1221.15,1
2026-01-27T10:47:00+05:30,1190.15,1190.15,1190.1,1190.1,2
2026-01-27T10:48:00+05:30,1249.6,1249.6,1249.6,1249.6,1
2026-01-27T10:49:00+05:30,1259.55,1259.55,1259.55,1259.55,1
2026-01-27T10:51:00+05:30,1254.25,1254.25,1254.25,1254.25,1
2026-01-27T10:58:00+05:30,1293.3,1293.35,1293.3,1293.35,2
2026-01-27T11:04:00+05:30,1344.1,1344.1,1344.1,1344.1,1
2026-01-27T11:12:00+05:30,1335.2,1335.2,1335.2,1335.2,1
2026-01-27T11:13:00+05:30,1346.65,1346.65,1346.65,1346.65,1
2026-01-27T11:17:00+05:30,1374.3,1374.3,1374.3,1374.3,1
2026-01-27T11:19:00+05:30,1448.55,1448.55,1418.65,1418.65,2
2026-01-27T12:28:00+05:30,1520.8,1520.8,1520.5,1520.5,2
2026-01-27T12:34:00+05:30,1445.65,1445.65,1345.35,1345.35,5
2026-01-27T13:03:00+05:30,1487.85,1487.85,1487.85,1487.85,1
2026-01-27T14:34:00+05:30,1548.3,1548.3,1548.15,1548.15,4
