Timestamp,Nifty_Spot,BankNifty_Spot,India_VIX,Nifty_PCR,BankNifty_PCR
2026-09-18 09:15:44,23339.40,56278.60,12.11,0.8621,0.8771
2026-09-18 09:16:58,23344.25,56281.30,12.12,0.8587,0.8851
2026-09-18 09:18:20,23337.85,56307.30,12.11,0.8848,0.8879
2026-09-18 09:19:26,23321.80,56245.10,12.16,0.9243,0.9015
2026-09-18 09:20:34,23310.00,56198.75,12.17,0.9208,0.9031
2026-09-18 09:21:42,23310.45,56179.10,12.17,0.9013,0.8999
2026-09-18 09:22:49,23315.60,56185.20,12.19,0.8951,0.9000
2026-09-18 09:23:53,23324.25,56190.75,12.17,0.8909,0.8998
2026-09-18 09:24:59,23327.95,56197.65,12.16,0.8577,0.8980
2026-09-18 09:26:06,23312.75,56190.75,12.17,0.9030,0.8949
2026-09-18 09:27:13,23305.85,56187.05,12.19,0.8998,0.8957
2026-09-18 09:28:22,23292.45,56152.00,12.21,0.8811,0.8954
2026-09-18 09:29:29,23301.15,56178.00,12.20,0.8667,0.8955
2026-09-18 09:30:35,23294.30,56150.50,12.23,0.8587,0.8957
2026-09-18 09:31:40,23299.45,56168.55,12.20,0.8531,0.8958
2026-09-18 09:32:45,23297.00,56178.55,12.23,0.8512,0.8979
2026-09-18 09:33:50,23293.60,56181.40,12.23,0.8495,0.8981
2026-09-18 09:35:03,23288.25,56152.55,12.23,0.8463,0.8985
2026-09-18 09:36:08,23300.70,56200.70,12.19,0.8389,0.9002
2026-09-18 09:38:19,23310.60,56235.20,12.16,0.8235,2.0070
2026-09-18 09:41:12,23315.55,56190.80,12.14,1.7467,0.9037
2026-09-18 09:42:41,23323.10,56194.90,12.08,0.8289,0.9035
2026-09-18 09:43:48,23308.80,56171.10,12.11,0.8301,0.9040
2026-09-18 09:44:52,23310.10,56188.20,12.08,0.8388,0.9021
2026-09-18 09:45:57,23306.90,56166.55,12.12,0.8422,0.9018
2026-09-18 09:47:01,23310.10,56161.70,12.10,0.8460,0.9020
2026-09-18 09:48:07,23317.35,56172.05,12.11,0.8489,0.9022
2026-09-18 09:49:11,23321.15,56192.40,12.10,0.8434,0.9010
2026-09-18 09:50:15,23313.05,56184.75,12.11,0.8417,0.8992
2026-09-18 09:51:19,23313.80,56201.80,12.10,0.8395,0.8983
2026-09-18 09:52:23,23312.40,56204.65,12.09,0.8418,0.8991
2026-09-18 09:53:28,23320.25,56211.35,12.05,0.8459,0.8994
2026-09-18 09:54:32,23324.75,56217.95,12.05,0.8491,0.8987
2026-09-18 09:55:36,23328.70,56226.60,12.03,0.8187,0.8999
2026-09-18 09:56:41,23319.60,56211.15,12.05,0.8545,0.9026
2026-09-18 09:57:48,23329.15,56252.90,12.03,0.8236,0.8905
2026-09-18 09:58:53,23328.70,56244.95,12.02,0.8211,0.9036
2026-09-18 09:59:58,23327.35,56232.25,12.02,0.8246,0.9041
2026-09-18 10:01:07,23330.10,56240.00,11.98,0.8385,0.9054
2026-09-18 10:02:27,23328.40,56246.40,11.99,0.8427,0.9062
2026-09-18 10:03:31,23326.50,56251.05,11.97,0.8484,0.8966
2026-09-18 10:04:36,23320.15,56230.35,11.97,0.8939,0.9103
2026-09-18 10:05:41,23327.20,56244.10,11.96,0.8589,0.9143
2026-09-18 10:06:46,23317.85,56216.10,11.96,0.8966,0.9178
2026-09-18 10:07:52,23318.35,56207.20,11.97,0.9012,0.9210
2026-09-18 10:08:58,23327.15,56227.75,11.95,0.8620,0.9207
2026-09-18 10:10:03,23324.40,56220.05,11.95,0.8979,0.9206
2026-09-18 10:11:07,23328.10,56246.30,11.94,0.8625,0.9216
2026-09-18 10:12:11,23329.35,56247.90,11.95,0.8597,0.9220
2026-09-18 10:13:16,23328.35,56235.60,11.93,0.8613,0.9222
2026-09-18 10:14:22,23328.90,56243.60,11.91,0.8684,0.9233
2026-09-18 10:15:27,23329.80,56235.00,11.91,0.8705,0.9231
2026-09-18 10:16:31,23324.40,56206.15,11.90,0.9118,0.9223
2026-09-18 10:17:36,23324.60,56198.20,11.91,0.9172,0.9210
2026-09-18 10:18:40,23325.45,56204.55,11.93,0.8805,0.9208
2026-09-18 10:19:46,23320.40,56198.15,11.93,0.9165,0.9204
2026-09-18 10:20:51,23320.65,56208.05,11.94,0.9188,0.9208
2026-09-18 10:21:56,23321.60,56201.45,11.94,0.9188,0.9212
2026-09-18 10:23:00,23318.65,56185.60,11.93,0.9195,0.9208
2026-09-18 10:24:05,23314.70,56178.80,11.94,0.9202,0.9210
2026-09-18 10:25:12,23308.15,56155.70,11.94,0.9206,0.9179
2026-09-18 10:26:19,23309.15,56160.10,11.96,0.9203,0.9165
2026-09-18 10:27:25,23301.50,56137.70,11.98,0.9094,0.9309
2026-09-18 10:28:30,23312.15,56160.95,11.94,0.9030,0.9159
2026-09-18 10:29:37,23310.30,56153.10,11.92,0.8969,0.9150
2026-09-18 10:30:43,23315.55,56169.00,11.92,0.8937,0.9145
2026-09-18 10:31:48,23311.45,56159.45,11.94,0.8924,0.9148
2026-09-18 10:32:54,23301.50,56140.60,11.98,0.8927,0.9259
2026-09-18 10:33:59,23300.10,56149.35,11.97,0.8937,0.9268
2026-09-18 10:35:04,23304.70,56150.40,11.95,0.8909,0.9137
2026-09-18 10:36:08,23302.55,56134.65,11.96,0.8841,0.9287
2026-09-18 10:37:13,23303.35,56137.00,11.96,0.8802,0.9298
2026-09-18 10:38:17,23309.75,56152.60,11.94,0.8792,0.9151
2026-09-18 10:39:21,23309.00,56144.45,11.96,0.8751,0.9300
2026-09-18 10:40:24,23298.15,56120.60,11.99,0.8721,0.9294
2026-09-18 10:41:28,23297.30,56111.90,11.97,0.8725,0.9262
2026-09-18 10:42:34,23303.80,56118.90,11.95,0.8680,0.9272
2026-09-18 10:43:40,23304.05,56121.65,11.95,0.8640,0.9260
2026-09-18 10:44:45,23304.20,56124.80,11.95,0.8621,0.9254
