timestamp,open,high,low,close,volume
2026-09-03T09:15:00+05:30,15.0,17.45,5.9,16.25,13238
2026-09-03T09:16:00+05:30,16.45,16.6,14.55,14.55,10288
2026-09-03T09:17:00+05:30,14.6,14.85,13.6,13.65,9490
2026-09-03T09:18:00+05:30,13.65,14.35,13.1,13.1,5903
2026-09-03T09:19:00+05:30,13.1,13.6,12.75,13.3,4968
2026-09-03T09:20:00+05:30,13.3,13.95,13.05,13.85,5341
2026-09-03T09:21:00+05:30,13.85,14.15,13.15,13.2,3554
2026-09-03T09:22:00+05:30,13.15,13.6,13.1,13.3,2926
2026-09-03T09:23:00+05:30,13.35,13.8,13.05,13.15,2271
2026-09-03T09:24:00+05:30,13.2,13.45,13.0,13.3,3817
2026-09-03T09:25:00+05:30,13.3,13.7,13.2,13.4,3688
2026-09-03T09:26:00+05:30,13.4,13.8,13.4,13.65,2137
2026-09-03T09:27:00+05:30,13.65,14.0,13.6,13.9,2141
2026-09-03T09:28:00+05:30,13.9,14.6,13.85,14.2,2610
2026-09-03T09:29:00+05:30,14.25,14.6,14.05,14.6,1931
2026-09-03T09:30:00+05:30,14.6,15.0,14.5,14.65,2873
2026-09-03T09:31:00+05:30,14.65,14.95,14.3,14.6,2070
2026-09-03T09:32:00+05:30,14.65,14.8,14.5,14.65,1062
2026-09-03T09:33:00+05:30,14.6,15.0,14.5,14.5,1794
2026-09-03T09:34:00+05:30,14.55,14.9,14.55,14.7,1848
2026-09-03T09:35:00+05:30,14.7,15.1,14.55,14.85,1864
2026-09-03T09:36:00+05:30,14.9,15.15,14.7,15.05,1572
2026-09-03T09:37:00+05:30,15.05,15.2,14.7,14.75,1126
2026-09-03T09:38:00+05:30,14.7,15.45,14.6,15.3,2624
2026-09-03T09:39:00+05:30,15.3,16.45,15.15,16.3,2928
2026-09-03T09:40:00+05:30,16.3,17.25,16.25,16.9,5230
2026-09-03T09:41:00+05:30,16.85,17.85,16.85,17.6,6257
2026-09-03T09:42:00+05:30,17.6,18.25,17.1,17.5,5241
2026-09-03T09:43:00+05:30,17.5,18.2,16.85,18.0,5017
2026-09-03T09:44:00+05:30,18.0,18.45,17.75,17.9,3063
2026-09-03T09:45:00+05:30,17.9,18.75,17.6,18.35,4191
2026-09-03T09:46:00+05:30,18.3,18.4,17.35,17.55,5380
2026-09-03T09:47:00+05:30,17.5,17.95,17.25,17.75,7542
2026-09-03T09:48:00+05:30,17.75,17.85,16.3,16.35,4630
2026-09-03T09:49:00+05:30,16.35,17.55,16.3,17.2,2889
2026-09-03T09:50:00+05:30,17.15,17.35,16.55,17.0,2252
2026-09-03T09:51:00+05:30,16.95,17.3,16.75,16.8,1934
2026-09-03T09:52:00+05:30,16.85,17.4,16.7,17.0,1383
