entry_time,exit_time,signal_type,strike,entry_price,exit_price,quantity,pnl,pnl_pct,exit_reason,max_profit_pct,max_loss_pct,duration_minutes,hit_breakeven,trailing_activated
2026-01-16 11:14:00+05:30,2026-01-16 13:04:00+05:30,BUY_PE,25750,69.02,97.71,25,697.38,41.58,trailing_sl,56.41,-16.91,110,False,True
2026-01-16 12:08:00+05:30,2026-01-16 12:29:00+05:30,BUY_CE,25850,105.76,68.67,25,-947.08,-35.06,stoploss,9.78,-36.17,21,False,False
2026-01-16 12:12:00+05:30,2026-01-16 12:28:00+05:30,BUY_CE,25850,111.96,72.7,25,-1001.49,-35.06,stoploss,3.7,-36.41,16,False,False
2026-01-16 12:15:00+05:30,2026-01-16 12:28:00+05:30,BUY_CE,25850,110.76,71.92,25,-990.96,-35.06,stoploss,2.02,-35.72,13,False,False
2026-01-16 12:27:00+05:30,2026-01-16 13:24:00+05:30,BUY_PE,25750,79.08,111.36,25,787.09,40.82,trailing_sl,54.34,-2.12,57,False,True
2026-01-16 12:30:00+05:30,2026-01-16 15:25:00+05:30,BUY_PE,25700,80.58,91.61,25,255.7,13.69,time_exit,43.58,-24.11,175,False,False
2026-01-16 13:02:00+05:30,2026-01-16 15:25:00+05:30,BUY_PE,25700,81.38,91.61,25,235.68,12.57,time_exit,42.17,-7.84,143,False,False
2026-01-16 13:05:00+05:30,2026-01-16 15:25:00+05:30,BUY_PE,25650,62.86,70.98,25,182.9,12.91,time_exit,46.67,-8.13,140,False,False
2026-01-16 13:12:00+05:30,2026-01-16 15:25:00+05:30,BUY_PE,25650,65.17,70.98,25,125.35,8.92,time_exit,41.49,-8.31,133,False,False
2026-01-16 13:25:00+05:30,2026-01-16 15:25:00+05:30,BUY_PE,25600,67.52,53.75,25,-364.28,-20.4,time_exit,7.38,-30.76,120,False,False
2026-01-16 13:32:00+05:30,2026-01-16 15:25:00+05:30,BUY_CE,25750,100.0,89.91,25,-272.25,-10.09,time_exit,2.6,-24.8,113,False,False
2026-01-16 14:26:00+05:30,2026-01-16 15:25:00+05:30,BUY_CE,25750,92.89,89.91,25,-94.57,-3.21,time_exit,6.95,-13.56,59,False,False
2026-01-19 11:00:00+05:30,2026-01-19 12:48:00+05:30,BUY_CE,25600,58.21,37.8,25,-530.27,-35.07,stoploss,18.97,-35.32,108,False,False
2026-01-19 11:03:00+05:30,2026-01-19 11:20:00+05:30,BUY_CE,25600,68.72,44.62,25,-622.4,-35.07,stoploss,0.0,-35.02,17,False,False
2026-01-19 11:12:00+05:30,2026-01-19 13:47:00+05:30,BUY_PE,25500,64.66,41.99,25,-586.87,-35.07,stoploss,9.49,-36.13,155,False,False
2026-01-19 12:17:00+05:30,2026-01-19 12:48:00+05:30,BUY_CE,25600,60.31,39.16,25,-548.69,-35.06,stoploss,0.48,-37.57,31,False,False
2026-01-19 12:53:00+05:30,2026-01-19 13:53:00+05:30,BUY_CE,25600,49.2,68.98,25,474.61,40.21,trailing_sl,56.51,-20.83,60,False,True
2026-01-19 12:56:00+05:30,2026-01-19 13:53:00+05:30,BUY_CE,25600,50.45,68.98,25,443.33,36.74,trailing_sl,52.63,-22.8,57,False,True
2026-01-19 13:12:00+05:30,2026-01-19 13:49:00+05:30,BUY_PE,25500,58.46,37.96,25,-532.46,-35.07,stoploss,1.27,-44.06,37,False,False
2026-01-19 13:51:00+05:30,2026-01-19 15:17:00+05:30,BUY_CE,25650,49.05,31.85,25,-449.98,-35.07,stoploss,44.75,-36.08,86,False,False
2026-01-19 13:55:00+05:30,2026-01-19 15:17:00+05:30,BUY_CE,25650,51.9,33.7,25,-474.98,-35.07,stoploss,36.8,-39.6,82,False,False
2026-01-19 14:01:00+05:30,2026-01-19 15:06:00+05:30,BUY_CE,25650,58.66,38.09,25,-534.22,-35.06,stoploss,21.04,-35.3,65,False,False
2026-01-19 14:07:00+05:30,2026-01-19 14:14:00+05:30,BUY_CE,25700,45.6,29.61,25,-419.7,-35.07,stoploss,1.54,-35.3,7,False,False
2026-01-19 14:13:00+05:30,2026-01-19 15:22:00+05:30,BUY_PE,25550,47.0,65.92,25,453.01,40.26,trailing_sl,53.2,-26.17,69,False,True
2026-01-19 14:16:00+05:30,2026-01-19 15:22:00+05:30,BUY_PE,25550,45.75,65.92,25,484.3,44.1,trailing_sl,57.39,-24.15,66,False,True
2026-01-19 15:06:00+05:30,2026-01-19 15:22:00+05:30,BUY_PE,25550,46.9,65.92,25,455.52,40.56,trailing_sl,53.53,-6.71,16,False,True
2026-01-19 11:00:00+05:30,2026-01-19 12:48:00+05:30,BUY_CE,25600,58.21,37.8,25,-530.27,-35.07,stoploss,18.97,-35.32,108,False,False
2026-01-19 11:03:00+05:30,2026-01-19 11:20:00+05:30,BUY_CE,25600,68.72,44.62,25,-622.4,-35.07,stoploss,0.0,-35.02,17,False,False
2026-01-19 11:12:00+05:30,2026-01-19 13:47:00+05:30,BUY_PE,25500,64.66,41.99,25,-586.87,-35.07,stoploss,9.49,-36.13,155,False,False
2026-01-19 12:17:00+05:30,2026-01-19 12:48:00+05:30,BUY_CE,25600,60.31,39.16,25,-548.69,-35.06,stoploss,0.48,-37.57,31,False,False
2026-01-19 12:53:00+05:30,2026-01-19 13:53:00+05:30,BUY_CE,25600,49.2,68.98,25,474.61,40.21,trailing_sl,56.51,-20.83,60,False,True
2026-01-19 12:56:00+05:30,2026-01-19 13:53:00+05:30,BUY_CE,25600,50.45,68.98,25,443.33,36.74,trailing_sl,52.63,-22.8,57,False,True
2026-01-19 13:12:00+05:30,2026-01-19 13:49:00+05:30,BUY_PE,25500,58.46,37.96,25,-532.46,-35.07,stoploss,1.27,-44.06,37,False,False
2026-01-19 13:51:00+05:30,2026-01-19 15:17:00+05:30,BUY_CE,25650,49.05,31.85,25,-449.98,-35.07,stoploss,44.75,-36.08,86,False,False
