Timestamp,Nifty_Spot,BankNifty_Spot,India_VIX,Nifty_PCR,BankNifty_PCR
2026-07-22 09:15:27,24111.65,57645.85,12.87,0.8480,0.8822
2026-07-22 09:16:35,24099.00,57582.00,13.05,0.8306,0.8789
2026-07-22 09:17:41,24082.45,57498.70,13.05,0.8133,0.9277
2026-07-22 09:18:46,24081.00,57466.15,13.01,0.8034,0.9187
2026-07-22 09:19:51,24096.55,57494.95,12.91,0.7945,0.9101
2026-07-22 09:20:57,24105.20,57479.40,12.87,0.7896,0.9048
2026-07-22 09:22:06,24089.80,57482.85,12.97,0.7976,0.9035
2026-07-22 09:23:11,24096.85,57462.05,12.90,0.8035,0.8926
2026-07-22 09:24:16,24093.70,57450.70,12.88,0.8053,0.8885
2026-07-22 09:25:21,24092.50,57428.20,12.85,0.8089,0.9522
2026-07-22 09:26:25,24082.55,57429.00,12.91,0.8099,0.9507
2026-07-22 09:27:29,24069.65,57381.40,12.95,0.8483,0.9454
2026-07-22 09:28:36,24062.65,57370.90,12.94,0.8446,0.9404
2026-07-22 09:29:44,24051.10,57344.05,12.94,0.8319,0.9495
2026-07-22 09:30:51,24051.20,57328.55,12.95,0.8147,0.9483
2026-07-22 09:31:54,24037.85,57312.60,12.97,0.8003,0.9424
2026-07-22 09:33:01,24033.25,57318.50,12.91,0.7812,0.9339
2026-07-22 09:34:09,24029.10,57321.40,13.00,0.7561,0.9321
2026-07-22 09:35:16,24021.35,57290.55,13.03,0.8226,0.9338
2026-07-22 09:36:20,24021.55,57266.50,13.02,0.8166,0.9340
2026-07-22 09:37:25,24018.60,57266.10,13.01,0.8089,0.9310
2026-07-22 09:38:30,24031.20,57295.30,12.96,0.7355,0.9282
2026-07-22 09:39:37,24022.45,57280.55,13.00,0.7990,0.9255
2026-07-22 09:40:43,24028.75,57292.45,12.96,0.7295,0.9231
2026-07-22 09:41:48,24026.15,57276.30,12.98,0.7290,0.9180
2026-07-22 09:42:54,24029.15,57313.20,12.94,0.7272,0.9155
2026-07-22 09:44:01,24030.30,57327.10,12.94,0.7287,0.9142
2026-07-22 09:45:05,24028.70,57326.45,12.91,0.7287,0.9148
2026-07-22 09:46:10,24027.05,57317.25,12.92,0.7304,0.9164
2026-07-22 09:47:15,24020.00,57287.45,12.99,0.7998,0.9148
2026-07-22 09:48:28,24016.00,57280.70,13.01,0.7987,0.9125
2026-07-22 09:49:38,24013.45,57289.40,12.99,0.7959,0.9103
2026-07-22 09:50:48,24020.90,57305.15,12.94,0.7922,0.9111
2026-07-22 09:51:59,24021.20,57299.30,12.97,0.7903,0.9116
2026-07-22 09:53:05,24023.00,57313.20,13.00,0.7881,0.9106
2026-07-22 09:54:16,24024.15,57325.40,12.99,0.7848,0.9113
2026-07-22 09:55:25,24015.90,57291.70,13.02,0.7819,0.9103
2026-07-22 09:57:03,24009.90,57291.85,13.07,0.7775,0.9031
2026-07-22 09:58:26,24017.75,57281.30,13.05,0.7720,0.9003
2026-07-22 10:00:09,24018.60,57289.00,13.09,0.7683,0.8983
2026-07-22 10:01:45,24016.05,57275.50,13.08,0.7653,0.8979
2026-07-22 10:02:50,24016.35,57275.45,13.07,0.7633,0.8966
2026-07-22 10:03:57,24023.90,57302.50,13.03,0.7635,0.8975
2026-07-22 10:05:02,24025.45,57316.10,13.02,0.7027,0.8989
2026-07-22 10:06:08,24032.75,57339.75,13.00,0.7004,0.8960
2026-07-22 10:07:14,24042.00,57370.40,12.98,0.7005,0.8863
2026-07-22 10:08:19,24049.45,57381.40,12.98,0.7025,0.8869
2026-07-22 10:09:25,24048.55,57381.40,12.97,0.7084,0.8886
2026-07-22 10:10:35,24047.70,57375.95,12.96,0.7113,0.8906
2026-07-22 10:11:40,24044.60,57346.75,12.95,0.7147,0.9032
2026-07-22 10:12:46,24044.20,57345.70,12.95,0.7165,0.9029
2026-07-22 10:13:52,24045.10,57364.90,12.94,0.7185,0.8930
2026-07-22 10:14:56,24031.70,57317.40,13.00,0.7187,0.9045
2026-07-22 10:16:02,24031.05,57319.85,13.00,0.7195,0.9043
2026-07-22 10:17:08,24022.60,57306.50,13.02,0.7810,0.9042
2026-07-22 10:18:17,24021.10,57305.55,13.00,0.7744,0.8998
2026-07-22 10:19:23,24019.45,57315.40,13.00,0.7668,0.8945
2026-07-22 10:20:29,24016.80,57330.35,13.01,0.7669,0.8959
2026-07-22 10:21:34,24019.05,57350.15,13.03,0.7655,0.8845
2026-07-22 10:22:40,24014.75,57339.25,13.02,0.7643,0.8944
2026-07-22 10:23:47,24005.30,57294.85,13.01,0.7603,0.8934
2026-07-22 10:24:54,24001.95,57283.05,13.03,0.7558,0.8885
2026-07-22 10:26:07,23983.95,57232.30,13.21,0.7501,0.8976
2026-07-22 10:27:13,23976.60,57200.40,13.16,0.7404,0.8925
2026-07-22 10:28:20,23989.65,57219.70,13.14,0.7238,0.8873
2026-07-22 10:29:33,24002.90,57246.85,13.10,0.7210,0.8853
2026-07-22 10:30:40,24008.20,57253.80,13.10,0.7222,0.8685
2026-07-22 10:31:46,24009.15,57252.50,13.07,0.7247,0.8675
2026-07-22 10:32:54,23999.40,57221.30,13.14,0.7248,0.8802
2026-07-22 10:34:04,24004.65,57258.60,13.14,0.7301,0.8662
2026-07-22 10:35:08,24003.05,57252.60,13.15,0.7295,0.8656
2026-07-22 10:36:13,24007.05,57275.20,13.14,0.7281,0.8660
2026-07-22 10:37:19,24004.80,57254.60,13.13,0.7275,0.8664
2026-07-22 10:38:24,23995.90,57228.25,13.16,0.7273,0.8796
2026-07-22 10:39:29,23997.65,57246.10,13.16,0.7290,0.8788
2026-07-22 10:40:34,23994.40,57227.15,13.19,0.7267,0.8765
2026-07-22 10:41:43,23994.05,57222.15,13.19,0.7253,0.8751
2026-07-22 10:42:52,23991.60,57209.70,13.19,0.7234,0.8737
