Timestamp,Nifty_Spot,BankNifty_Spot,India_VIX,Nifty_PCR,BankNifty_PCR
2026-07-15 09:15:15,24100.50,57727.80,13.47,0.7124,0.7886
2026-07-15 09:16:29,24109.90,57753.50,13.48,0.7130,0.7772
2026-07-15 09:17:45,24129.35,57825.45,13.35,0.6923,0.7917
2026-07-15 09:18:53,24141.00,57858.20,13.31,0.7101,0.7883
2026-07-15 09:19:57,24146.70,57895.30,13.29,0.7367,0.7974
2026-07-15 09:21:02,24159.05,57937.25,13.27,0.7749,0.8117
2026-07-15 09:22:06,24169.85,57971.00,13.22,0.7846,0.7586
2026-07-15 09:23:10,24181.10,57956.15,13.24,0.7695,0.7614
2026-07-15 09:24:14,24188.45,57971.10,13.26,0.7837,0.7644
2026-07-15 09:25:18,24194.50,57975.85,13.25,0.8014,0.7647
2026-07-15 09:26:23,24203.80,57986.05,13.29,0.8212,0.7697
2026-07-15 09:27:30,24203.80,57984.90,13.29,0.8365,0.7689
2026-07-15 09:28:36,24208.40,58038.30,13.27,0.8566,0.7698
2026-07-15 09:29:43,24196.35,58028.35,13.23,0.8636,0.7724
2026-07-15 09:30:48,24207.55,58033.65,13.25,0.8759,0.7765
2026-07-15 09:31:51,24214.00,58066.05,13.26,0.8841,0.7252
2026-07-15 09:32:55,24203.60,58081.10,13.28,0.8835,0.7293
2026-07-15 09:34:01,24208.40,58103.15,13.29,0.8868,0.7328
2026-07-15 09:35:07,24200.25,58051.65,13.29,0.8974,0.7382
2026-07-15 09:36:13,24199.95,58069.95,13.28,0.9001,0.7406
2026-07-15 09:37:17,24202.25,58078.35,13.28,0.9072,0.7411
2026-07-15 09:38:21,24202.95,58085.40,13.25,0.9139,0.7423
2026-07-15 09:39:28,24200.70,58092.60,13.29,0.9161,0.7429
2026-07-15 09:40:32,24196.90,58086.45,13.26,0.9188,0.7429
2026-07-15 09:41:37,24198.40,58103.60,13.26,0.9260,0.7433
2026-07-15 09:42:42,24196.15,58072.35,13.22,0.9283,0.7437
2026-07-15 09:43:48,24192.30,58054.05,13.21,0.9327,0.7433
2026-07-15 09:44:54,24195.20,58053.90,13.19,0.9404,0.7450
2026-07-15 09:45:59,24202.25,58098.10,13.21,0.9434,0.7434
2026-07-15 09:47:03,24200.75,58102.20,13.19,0.9305,1.1056
2026-07-15 09:48:32,24203.45,58122.70,13.16,0.9348,0.7438
2026-07-15 09:49:38,24195.50,58097.05,13.16,0.9369,0.7447
2026-07-15 09:50:43,24196.50,58101.30,13.15,0.9423,0.7440
2026-07-15 09:51:54,24202.70,58119.85,13.16,0.9446,0.7444
2026-07-15 09:53:10,24195.90,58093.70,13.15,0.9452,0.4091
2026-07-15 09:54:35,24200.05,58110.05,13.18,0.9438,0.7456
2026-07-15 09:55:41,24199.45,58116.20,13.16,0.9485,0.7473
2026-07-15 09:56:46,24198.20,58095.10,13.14,0.9448,0.7494
2026-07-15 09:57:54,24188.00,58060.10,13.14,0.9424,0.7482
2026-07-15 09:58:58,24190.05,58079.75,13.14,0.9489,0.7476
2026-07-15 10:00:03,24185.00,58064.25,13.14,0.9481,0.7467
2026-07-15 10:01:07,24178.50,58036.85,13.13,0.9467,0.8008
2026-07-15 10:02:11,24176.20,58049.40,13.13,0.9472,0.8004
2026-07-15 10:03:19,24187.90,58080.35,13.15,0.9379,0.7448
2026-07-15 10:04:26,24190.80,58080.95,13.14,0.9284,0.7446
2026-07-15 10:05:32,24188.40,58070.65,13.13,0.9240,0.7453
2026-07-15 10:06:36,24191.10,58071.10,13.12,0.9246,0.7462
2026-07-15 10:07:49,24195.15,58098.35,13.11,0.9239,0.7463
2026-07-15 10:08:53,24199.10,58123.20,13.09,0.9241,0.7476
2026-07-15 10:10:07,24194.60,58102.05,13.10,0.9249,0.7483
2026-07-15 10:11:16,24190.90,58107.40,13.13,0.9262,0.7479
2026-07-15 10:12:20,24195.65,58098.00,13.11,0.9273,0.7481
2026-07-15 10:13:23,24197.25,58081.30,13.11,0.9272,0.7477
2026-07-15 10:14:27,24199.85,58073.50,13.10,0.9267,0.7472
2026-07-15 10:15:31,24203.70,58081.25,13.11,0.9314,0.7470
2026-07-15 10:16:35,24205.80,58078.30,13.11,0.9315,0.7462
2026-07-15 10:17:38,24214.50,58097.35,13.11,0.9367,0.7472
2026-07-15 10:18:42,24214.70,58078.25,13.12,0.9398,0.7460
2026-07-15 10:19:46,24215.70,58078.80,13.09,0.9467,0.7457
2026-07-15 10:20:49,24210.85,58050.30,13.12,0.9492,0.7451
2026-07-15 10:21:52,24209.95,58052.70,13.10,0.9584,0.7435
2026-07-15 10:22:56,24215.35,58086.75,13.12,0.9618,0.7442
2026-07-15 10:24:01,24216.90,58075.80,13.12,0.9604,0.7442
2026-07-15 10:25:05,24214.10,58075.15,13.10,0.9620,0.7459
2026-07-15 10:26:09,24213.65,58090.25,13.11,0.9622,0.7458
2026-07-15 10:27:13,24213.10,58095.95,13.10,0.9630,0.7458
2026-07-15 10:28:19,24206.85,58106.50,13.07,0.9624,0.7462
2026-07-15 10:29:23,24207.60,58105.45,13.09,0.9703,0.7472
2026-07-15 10:30:32,24207.15,58104.35,13.08,0.9731,0.7493
2026-07-15 10:31:37,24203.35,58079.00,13.07,0.9710,0.7492
2026-07-15 10:32:45,24204.05,58075.15,13.06,0.9705,0.7488
2026-07-15 10:33:51,24203.65,58081.60,13.06,0.9717,0.7486
2026-07-15 10:34:56,24202.70,58079.20,13.06,0.9733,0.7484
2026-07-15 10:36:01,24204.60,58080.80,13.06,0.9715,0.7483
2026-07-15 10:37:08,24200.15,58066.50,13.05,0.9705,0.7484
2026-07-15 10:38:13,24194.50,58058.50,13.05,0.9720,0.7475
2026-07-15 10:39:19,24195.75,58050.80,13.05,0.9768,0.7475
2026-07-15 10:40:24,24198.90,58065.65,13.06,0.9724,0.7472
2026-07-15 10:41:35,24202.45,58073.80,13.07,0.9665,0.7470
2026-07-15 10:42:47,24205.50,58076.60,13.09,0.9596,0.7472
2026-07-15 10:43:52,24208.50,58089.25,13.10,0.9555,0.7476
2026-07-15 10:44:58,24207.90,58089.65,13.09,0.9531,0.7478
2026-07-15 10:46:03,24207.95,58098.75,13.09,0.9542,0.7477
2026-07-15 10:47:08,24201.70,58079.55,13.09,0.9589,0.7481
2026-07-15 10:48:12,24200.35,58076.25,13.09,0.9607,0.7481
2026-07-15 10:49:17,24204.55,58077.50,13.09,0.9623,0.7483
2026-07-15 10:50:21,24205.10,58077.05,13.07,0.9648,0.7481
2026-07-15 10:51:25,24200.25,58062.70,13.07,0.9614,0.7474
2026-07-15 10:52:31,24195.50,58049.25,13.06,0.9569,0.8005
2026-07-15 10:53:35,24198.45,58054.80,13.10,0.9550,0.7429
2026-07-15 10:54:40,24193.45,58058.25,13.08,0.9552,0.7431
2026-07-15 10:55:44,24191.60,58047.65,13.08,0.9566,0.7999
2026-07-15 10:56:47,24193.60,58069.00,13.06,0.9501,0.7425
2026-07-15 10:57:51,24194.90,58074.50,13.09,0.9451,0.7428
2026-07-15 10:58:55,24192.05,58064.30,13.08,0.9413,0.7430
2026-07-15 10:59:59,24185.00,58041.55,13.12,0.9394,0.8001
2026-07-15 11:01:04,24186.45,58042.05,13.10,0.9343,0.7988
2026-07-15 11:02:10,24190.70,58058.50,13.09,0.9288,0.7420
2026-07-15 11:03:16,24188.45,58040.20,13.11,0.9262,0.7988
