timestamp,open,high,low,close,volume,sma_9,ema_9,sma_15,ema_15,sma_20,ema_20,sma_50,ema_50,bb_upper,bb_middle,bb_lower,bb_width,macd_line,macd_signal,macd_histogram,stoch_k,stoch_d,pivot,r1,s1,r2,s2,atr,atr_pct,rsi,trend,volume_ratio,vwap,body_size,is_bullish
2026-01-16 09:15:00+05:30,25696.05,25743.25,25686.6,25711.65,0,,25711.65,,25711.65,,25711.65,,25711.65,,,,,0.0,0.0,0.0,,,25713.833333333332,25741.066666666666,25684.416666666664,25770.483333333334,25657.18333333333,,,,0.0,,,0.2753751103265981,True
2026-01-16 09:16:00+05:30,25709.8,25719.75,25678.4,25691.9,0,,25707.700000000004,,25709.18125,,25709.769047619047,,25710.875490196082,,,,,-1.5754985754974768,-0.3150997150994954,-1.2603988603979814,,,25696.683333333334,25714.966666666667,25673.61666666667,25738.033333333333,25655.333333333336,,,,-1.0,,,0.43288996372426713,False
2026-01-16 09:17:00+05:30,25691.95,25700.05,25689.7,25696.3,0,,25705.420000000006,,25707.57109375,,25708.48628117914,,25710.30390234526,,,,,-2.440912005586142,-0.7402621731968249,-1.7006498323893173,,,25695.350000000002,25701.000000000004,25690.650000000005,25705.7,25685.000000000004,,,,-1.0,,,0.42028985507238226,True
2026-01-16 09:18:00+05:30,25696.55,25715.05,25696.55,25714.4,0,,25707.216000000008,,25708.42470703125,,25709.04949249541,,25710.464533625836,,,,,-1.6472511658466829,-0.9216599717267966,-0.7255911941198863,,,25708.666666666668,25720.783333333336,25702.283333333336,25727.166666666668,25690.166666666668,,,,-1.0,,,0.9648648648649829,True
2026-01-16 09:19:00+05:30,25714.9,25730.45,25714.35,25730.45,0,,25711.862800000006,,25711.177868652343,,25711.087636067277,,25711.248277405215,,,,,0.2736768557842879,-0.6825926062245797,0.9562694620088676,,,25725.083333333332,25735.816666666666,25719.716666666664,25741.183333333334,25708.98333333333,,,,1.0,,,0.9658385093165941,True
2026-01-16 09:20:00+05:30,25730.35,25734.25,25723.3,25728.7,0,,25715.230240000008,,25713.368135070803,,25712.765004060868,,25711.932658683443,,,,,1.6359574783637072,-0.21888258930692234,1.8548400676706296,,,25728.75,25734.2,25723.25,25739.7,25717.8,,,,1.0,,,0.15068493150663997,False
2026-01-16 09:21:00+05:30,25730.95,25736.25,25725.45,25729.75,0,,25718.13419200001,,25715.415868186952,,25714.38262272174,,25712.63137795076,,,,,2.7683886501472443,0.37857165858391095,2.3898169915633334,,,25730.483333333334,25735.516666666666,25724.716666666667,25741.283333333333,25719.683333333334,,,,1.0,,,0.11111111111118596,False
2026-01-16 09:22:00+05:30,25728.2,25729.85,25709.2,25709.45,0,,25716.39735360001,,25714.670134663585,,25713.912849129192,,25712.506618031126,,,,,2.0046992417119327,0.7037971752095153,1.3009020665024174,,,25716.166666666668,25723.133333333335,25702.483333333337,25736.816666666666,25695.51666666667,,,,1.0,,,0.9079903147700717,False
2026-01-16 09:23:00+05:30,25710.35,25719.75,25708.75,25709.35,0,25713.550000000003,25714.987882880007,,25714.00511783064,,25713.47829206927,,25712.38282908873,,,,,1.3755443007212307,0.8381466003118585,0.5373977004093722,,,25712.61666666667,25716.483333333337,25705.483333333337,25723.61666666667,25701.61666666667,,,,1.0,,,0.09090909090909091,False
2026-01-16 09:24:00+05:30,25709.5,25719.25,25704.65,25714.1,0,25713.822222222225,25714.810306304007,,25714.01697810181,,25713.537502348387,,25712.450169124466,,,,,1.2458583007937705,0.919688940408241,0.32616936038552946,,,25712.666666666668,25720.683333333334,25706.083333333336,25727.266666666666,25698.06666666667,,,,1.0,,,0.3150684931506167,True
