Timestamp,Nifty_Spot,BankNifty_Spot,India_VIX,Nifty_PCR,BankNifty_PCR
2026-08-18 09:15:13,24240.10,57501.55,11.06,0.9661,0.8723
2026-08-18 09:16:17,24251.40,57582.40,11.30,0.9257,0.8297
2026-08-18 09:17:21,24236.30,57537.35,11.28,0.9149,0.8666
2026-08-18 09:18:25,24231.20,57477.65,11.26,0.8939,0.8642
2026-08-18 09:19:30,24237.45,57451.30,11.26,0.8970,0.8594
2026-08-18 09:20:36,24235.60,57418.95,11.27,0.8935,0.8911
2026-08-18 09:21:42,24233.75,57418.45,11.28,0.8887,0.8872
2026-08-18 09:22:46,24232.50,57412.80,11.30,0.8871,0.8833
2026-08-18 09:23:52,24238.10,57412.25,11.29,0.8810,0.8808
2026-08-18 09:24:55,24245.00,57409.40,11.29,0.8785,0.8757
2026-08-18 09:26:00,24248.35,57399.75,11.25,0.8722,0.8725
2026-08-18 09:27:04,24265.55,57419.95,11.23,0.8730,0.8689
2026-08-18 09:28:10,24254.55,57395.60,11.26,0.9136,0.8679
2026-08-18 09:29:15,24250.50,57384.85,11.44,0.9427,0.8596
2026-08-18 09:30:19,24234.45,57354.00,11.45,0.9292,0.8495
2026-08-18 09:31:23,24230.85,57355.60,11.44,0.9111,0.8437
2026-08-18 09:32:28,24223.40,57336.25,11.44,0.9057,0.8519
2026-08-18 09:33:33,24223.45,57353.75,11.44,0.8828,0.8400
2026-08-18 09:34:39,24234.35,57376.25,11.45,0.8564,0.8389
2026-08-18 09:35:43,24230.70,57364.60,11.43,0.8473,0.8354
2026-08-18 09:36:47,24244.10,57404.90,11.41,0.8469,0.8343
2026-08-18 09:37:51,24244.15,57390.70,11.42,0.8476,0.8327
2026-08-18 09:38:55,24237.10,57387.55,11.45,0.8553,0.8328
2026-08-18 09:39:59,24247.30,57418.60,11.43,0.8636,0.8328
2026-08-18 09:41:05,24242.05,57404.75,11.41,0.8668,0.8340
2026-08-18 09:42:10,24242.55,57397.15,11.40,0.8740,0.8340
2026-08-18 09:43:15,24235.95,57380.00,11.40,0.8750,0.8320
2026-08-18 09:44:33,24231.30,57367.60,11.39,0.8652,0.8323
2026-08-18 09:45:39,24221.40,57328.65,11.41,0.8579,0.8383
2026-08-18 09:46:42,24220.20,57329.95,11.42,0.8340,0.8359
2026-08-18 09:47:46,24221.90,57336.55,11.41,0.8203,0.8344
2026-08-18 09:48:54,24229.65,57368.90,11.38,0.8004,0.8216
2026-08-18 09:50:01,24229.10,57369.45,11.39,0.7929,0.8198
2026-08-18 09:51:05,24230.85,57370.55,11.38,0.7960,0.8196
2026-08-18 09:52:11,24224.40,57350.50,11.40,0.8062,0.8201
2026-08-18 09:53:16,24230.80,57357.90,11.40,0.7917,0.8191
2026-08-18 09:54:22,24238.35,57358.80,11.38,0.7892,0.8186
2026-08-18 09:55:29,24231.05,57335.15,11.38,0.7929,0.8252
2026-08-18 09:56:36,24228.25,57339.85,11.40,0.8020,0.8203
2026-08-18 09:57:41,24230.50,57338.60,11.39,0.8012,0.8188
2026-08-18 09:58:47,24224.15,57330.80,11.40,0.8122,0.8169
2026-08-18 09:59:55,24233.50,57331.65,11.45,0.7935,0.8143
2026-08-18 10:01:01,24224.65,57316.10,11.44,0.8028,0.8126
2026-08-18 10:02:10,24221.65,57318.35,11.45,0.8037,0.8120
2026-08-18 10:03:15,24214.80,57294.15,11.47,0.7985,0.8096
2026-08-18 10:04:19,24216.35,57293.95,11.42,0.7841,0.8063
2026-08-18 10:05:56,24224.20,57313.65,11.41,0.7781,0.8013
2026-08-18 10:07:00,24225.25,57327.35,11.42,0.7661,0.8009
2026-08-18 10:08:07,24223.75,57324.95,11.44,0.7811,0.8014
2026-08-18 10:09:30,24223.95,57315.25,11.44,0.7842,0.8007
2026-08-18 10:12:47,24222.90,57311.15,11.46,0.7804,0.7977
2026-08-18 10:14:01,24221.55,57306.75,11.46,0.7796,0.7976
2026-08-18 10:15:32,24215.25,57289.85,11.48,0.7707,0.7914
2026-08-18 10:16:44,24211.20,57282.45,11.50,0.7541,0.7902
2026-08-18 10:17:50,24209.75,57278.75,11.52,0.7450,0.7879
2026-08-18 10:18:57,24212.85,57287.25,11.52,0.7403,0.7895
2026-08-18 10:20:04,24215.95,57303.45,11.51,0.7396,0.7894
2026-08-18 10:21:12,24216.10,57310.35,11.49,0.7431,0.7892
2026-08-18 10:22:20,24215.90,57306.15,11.48,0.7401,0.0000
