entry_time,exit_time,signal_type,strike,entry_price,exit_price,quantity,pnl,pnl_pct,exit_reason,max_profit,max_loss
2026-01-28 14:25:00+05:30,2026-01-28 15:15:00+05:30,BUY_CE,25250,209.70949999999996,277.0227,25,1662.8300000000006,32.09830742050314,time_exit,34.519418528965105,-0.3144826533847783
2026-01-29 10:19:00+05:30,2026-01-29 12:32:00+05:30,BUY_PE,25150,169.91975,117.882,25,-1320.9437499999997,-30.62489792975801,stoploss,11.228977208358657,-30.555453383141156
2026-01-29 10:25:00+05:30,2026-01-29 12:24:00+05:30,BUY_PE,25150,180.78059999999996,124.32555,25,-1431.376249999999,-31.22848911885455,stoploss,4.491300504589565,-31.159648767622173
2026-01-29 10:34:00+05:30,2026-01-29 13:43:00+05:30,BUY_CE,25250,195.89569999999998,294.80490000000003,25,2452.7300000000014,50.490745840771424,target,50.641387227999424,-7.884654946484273
2026-01-29 10:35:00+05:30,2026-01-29 12:31:00+05:30,BUY_PE,25150,172.9728,118.78110000000001,25,-1374.7925,-31.32960789210789,stoploss,9.207921707921706,-31.26086876086876
2026-01-29 10:38:00+05:30,2026-01-29 12:31:00+05:30,BUY_PE,25150,171.77159999999998,118.78110000000001,25,-1344.7624999999991,-30.849395359884856,stoploss,9.971613468116981,-30.78017553542028
2026-01-29 10:52:00+05:30,2026-01-29 13:43:00+05:30,BUY_CE,25250,195.0949,294.80490000000003,25,2472.750000000001,51.10846054919941,target,51.25972026946888,-0.0999000999000947
2026-01-29 11:35:00+05:30,2026-01-29 13:08:00+05:30,BUY_PE,25200,158.90874999999997,109.24064999999999,25,-1261.7024999999994,-31.255736389594652,stoploss,2.3858031732047604,-31.186923312907556
2026-01-29 11:36:00+05:30,2026-01-29 13:49:00+05:30,BUY_CE,25300,187.03685,281.8179,25,2349.5262500000003,50.67506750675069,target,50.825893400150846,-5.740499799905728
2026-01-29 11:42:00+05:30,2026-01-29 13:49:00+05:30,BUY_CE,25300,187.73755,281.8179,25,2332.0087500000004,50.11269722013524,target,50.26296018031557,-6.092308118434478
2026-01-29 11:47:00+05:30,2026-01-29 13:49:00+05:30,BUY_CE,25300,186.83665,281.8179,25,2354.5312500000005,50.83651949443539,target,50.98750700143684,-5.6394984602860205
2026-01-29 11:48:00+05:30,2026-01-29 13:33:00+05:30,BUY_PE,25200,156.05589999999998,107.04285,25,-1245.3262499999994,-31.40736748818852,stoploss,4.257512852766227,-31.338706194382898
2026-01-29 11:49:00+05:30,2026-01-29 13:47:00+05:30,BUY_CE,25300,184.68449999999999,278.5212,25,2325.917500000001,50.80919080919083,target,50.960150960150976,-4.539904539904526
2026-01-29 11:51:00+05:30,2026-01-29 13:08:00+05:30,BUY_PE,25200,156.9568,109.24064999999999,25,-1212.90375,-30.40081729494995,stoploss,3.659096006034783,-30.331148443393342
2026-01-29 12:03:00+05:30,2026-01-29 13:47:00+05:30,BUY_CE,25300,185.18499999999997,278.5212,25,2313.405000000001,50.401598401598434,target,50.55215055215058,-1.908901908901892
2026-01-29 12:06:00+05:30,2026-01-29 13:33:00+05:30,BUY_PE,25200,153.35319999999996,107.04285,25,-1177.7587499999988,-30.19848950005606,stoploss,0.09572672758054061,-30.128618118174234
2026-01-29 14:05:00+05:30,2026-01-29 15:15:00+05:30,BUY_PE,25350,149.24909999999997,139.3605,25,-267.21499999999924,-6.62556759136234,time_exit,5.46127246328456,-9.81520156570457
2026-01-29 14:12:00+05:30,2026-01-29 15:15:00+05:30,BUY_CE,25450,187.23704999999998,192.3075,25,106.76125000000056,2.7080377521436185,time_exit,8.552233652474241,-6.5355921811414905
2026-01-29 14:17:00+05:30,2026-01-29 15:15:00+05:30,BUY_CE,25450,185.88569999999996,192.3075,25,140.54500000000118,3.454703616254531,time_exit,9.341385593405004,-5.856125565333945
2026-01-29 14:19:00+05:30,2026-01-29 15:15:00+05:30,BUY_PE,25350,153.75359999999998,139.3605,25,-379.8274999999994,-9.36114666583415,time_exit,0.0,-12.457334332334323
2026-01-29 14:25:00+05:30,2026-01-29 15:15:00+05:30,BUY_CE,25450,183.23305,192.3075,25,206.86125000000033,4.952408967705342,time_exit,10.924311962279736,-0.9458173620970626
