date,open,high,low,close,volume,delivery_qty,delivery_pct
2022-02-08,225.82035106648271,269.8403974748169,225.82035106648271,266.8559875488281,135533461,,
2022-02-09,272.22791412819464,320.2271728515625,270.5864947721463,320.2271728515625,70655011,,
2022-02-10,354.8463425203772,384.2427673339844,343.20713198763656,384.2427673339844,56509643,,
2022-02-11,406.5761130752379,417.717891606688,349.4246524400285,379.0200500488281,88580117,,
2022-02-14,362.307386368268,396.8270438409478,350.2702599556726,374.344482421875,43047644,,
2022-02-15,392.64887707018073,402.89533897964833,376.8314802156415,381.8552551269531,17777133,,
2022-02-16,387.97329118958584,390.9079730998714,373.2502143341915,375.090576171875,11831948,,
2022-02-17,380.0148511534339,380.9101680293802,354.498153214536,357.9302062988281,10520787,,
2022-02-18,350.7676538546605,368.07722541026465,349.32517690878194,352.45880126953125,10072444,,
2022-02-21,350.0712922303499,354.74688011142797,323.510061043449,325.8975830078125,14932711,,
2022-02-22,306.9962960546325,321.9183451464748,303.41499820079304,312.6666564941406,13158494,,
2022-02-23,324.30587573733493,343.9035128871431,321.3214658379116,343.2568664550781,9030118,,
2022-02-24,322.41577187645635,363.50113809673735,320.47589319994165,331.21978759765625,27347337,,
2022-02-25,356.78621272031137,364.29699617167404,348.6785715506322,364.197509765625,18895946,,
2022-02-28,365.1922913713672,393.84261378682345,365.14253299181007,377.3786315917969,23433903,,
2022-03-02,379.4677349303043,390.9577010228777,374.145531147381,380.31329345703125,13334439,,
2022-03-03,389.96289511937044,392.9473050309983,376.03564886510725,378.2739562988281,8165851,,
2022-03-04,374.29474143118307,376.9807224833872,357.233870916815,358.9250183105469,8905308,,
2022-03-07,344.2019506177571,349.17596724518137,335.4974215197647,339.0289611816406,9228324,,
2022-03-08,345.1967406370767,355.9406039945782,336.5419398953765,341.0185546875,9620159,,
2022-03-09,345.79363849473464,349.7230933750571,337.48702473958974,338.63104248046875,8115674,,
2022-03-10,348.181155866178,352.1603690760772,340.2724574679084,341.6154479980469,6619860,,
2022-03-11,342.1128567056778,356.9354201464838,336.2435231718136,342.41131591796875,10801113,,
2022-03-14,343.75427971395527,345.54494392947447,338.5315622135873,339.3274230957031,3889204,,
2022-03-15,341.71492214048726,353.15515970850936,336.69117778681994,338.4818115234375,8759343,,
2022-03-16,348.18116556436144,350.1210442018154,340.3222253277064,344.4506530761719,4512997,,
2022-03-17,348.1811667485986,378.87085566095135,346.2910464866182,377.8262939453125,31782591,,
2022-03-21,387.9732927316294,396.67782173522363,380.3132950648713,389.216796875,19955446,,
2022-03-22,392.40018049100587,395.6332912708996,384.9888836365773,391.05718994140625,9561082,,
2022-03-23,391.7535244077444,417.12100836421763,388.12249846224273,395.18560791015625,30739072,,
2022-03-24,394.93691647126843,412.5449473089227,392.99703786137866,404.98443603515625,11671061,,
2022-03-25,411.84857166815743,421.69711839712016,407.869358415325,417.0712890625,17327956,,
2022-03-28,422.69193296480535,458.75355402876596,421.84634405426647,458.6043395996094,29209300,,
2022-03-29,471.9346858364877,504.36527992727787,471.53677058289884,497.3519287109375,37794382,,
2022-03-30,506.056467649858,511.3289131712581,477.65481427680066,489.7416687011719,25219865,,
2022-03-31,490.7364720945988,514.2138671875,490.438043238252,514.2138671875,17742646,,
2022-04-01,523.2665335597194,539.8797607421875,518.2925170810148,539.8797607421875,18150045,,
2022-04-04,557.0898224052019,566.8388821536985,520.033401182713,549.4795532226562,31396534,,
2022-04-05,557.0401511484116,576.9362182617188,550.6236573607745,576.9362182617188,14412302,,
2022-04-06,593.300737042265,605.7357788085938,586.9339713707138,605.7357788085938,9965188,,
2022-04-07,635.9777423302766,635.9777423302766,575.4937133789062,575.4937133789062,10867407,,
2022-04-08,546.743896484375,546.743896484375,546.743896484375,546.743896484375,2282751,,
2022-04-11,547.2412485208736,574.0512084960938,547.2412485208736,574.0512084960938,5734232,,
2022-04-12,600.3637905701443,602.7513427734375,569.0274866712883,602.7513427734375,22706296,,
2022-04-13,619.6630328199278,632.8441772460938,602.9502879165199,632.8441772460938,16821307,,
2022-04-18,633.6897073044721,664.4788818359375,619.3645153796298,664.4788818359375,19453143,,
2022-04-19,686.9614228766997,697.6555586039724,648.1640932614778,674.377197265625,25254020,,
2022-04-20,699.7446547928502,705.3155289003602,651.5961515228997,664.4291381835938,23058972,,
2022-04-21,675.4714626847705,697.6058368301846,663.7825235293271,696.0639038085938,17843608,,
2022-04-22,702.579815060667,728.1959994681886,702.579815060667,724.763916015625,19690115,,
2022-04-25,739.1388480165989,760.9747924804688,732.7720826428596,760.9747924804688,21441429,,
2022-04-26,794.8478602548406,798.976318359375,782.9102203010758,798.976318359375,9075524,,
2022-04-27,827.9747767589507,838.9176130895142,772.5642206505933,836.6295776367188,37860816,,
2022-04-28,855.5308240330384,873.4372831407065,794.798095703125,794.798095703125,29004435,,
2022-04-29,780.9206144904214,829.8152224746875,755.1054559187669,776.3445434570312,32673177,,
2022-05-02,754.0609358627072,778.93101949934,744.3118752207426,749.6837768554688,11750710,,
2022-05-04,741.1284547266121,767.8388989084283,712.2294311523438,712.2294311523438,12572099,,
