entry_time,exit_time,signal_type,strike,entry_price,exit_price,quantity,pnl,pnl_pct,exit_reason,max_profit_pct,max_loss_pct,duration_minutes,hit_breakeven,trailing_activated
2026-01-21 11:05:00+05:30,2026-01-21 11:13:00+05:30,BUY_PE,58400,338.94,253.95,15,-1294.83,-25.07,stoploss,1.7,-29.96,8,False,False
2026-01-21 11:10:00+05:30,2026-01-21 11:59:00+05:30,BUY_CE,58700,416.32,435.71,15,270.97,4.66,sideways_exit,14.77,-4.88,49,False,False
2026-01-21 11:13:00+05:30,2026-01-21 12:50:00+05:30,BUY_CE,58800,397.7,690.03,15,4365.02,73.51,trailing_sl,86.07,-12.51,97,False,True
2026-01-21 11:16:00+05:30,2026-01-21 11:59:00+05:30,BUY_CE,58700,458.71,435.71,15,-364.92,-5.01,sideways_exit,1.15,-13.67,43,False,False
2026-01-21 11:23:00+05:30,2026-01-21 12:03:00+05:30,BUY_PE,58500,322.92,241.95,15,-1234.59,-25.08,stoploss,8.26,-26.05,40,False,False
2026-01-21 11:26:00+05:30,2026-01-21 12:03:00+05:30,BUY_PE,58400,300.65,225.26,15,-1150.82,-25.07,stoploss,3.41,-29.95,37,False,False
2026-01-21 11:51:00+05:30,2026-01-21 11:59:00+05:30,BUY_CE,58700,457.71,435.71,15,-349.9,-4.81,sideways_exit,0.0,-7.9,8,False,False
2026-01-21 12:02:00+05:30,2026-01-21 13:06:00+05:30,BUY_CE,58800,441.64,746.01,15,4545.54,68.92,trailing_sl,79.29,-6.28,64,False,True
2026-01-21 12:05:00+05:30,2026-01-21 13:06:00+05:30,BUY_CE,58900,404.25,670.94,15,3980.36,65.97,trailing_sl,76.96,-10.28,61,False,True
2026-01-21 12:09:00+05:30,2026-01-21 13:06:00+05:30,BUY_CE,58900,397.2,671.93,15,4101.05,69.17,trailing_sl,80.1,-8.69,57,False,True
2026-01-21 12:19:00+05:30,2026-01-21 15:25:00+05:30,BUY_CE,58900,430.48,348.95,15,-1242.94,-18.94,time_exit,66.17,-21.95,186,False,False
2026-01-21 12:24:00+05:30,2026-01-21 15:25:00+05:30,BUY_CE,58900,432.03,348.95,15,-1266.21,-19.23,time_exit,65.58,-22.23,181,False,False
2026-01-21 12:27:00+05:30,2026-01-21 12:39:00+05:30,BUY_PE,58600,284.68,213.3,15,-1090.77,-25.07,stoploss,9.74,-28.89,12,False,False
2026-01-21 12:33:00+05:30,2026-01-21 15:25:00+05:30,BUY_CE,58900,432.83,348.95,15,-1278.23,-19.38,time_exit,65.27,-22.37,172,False,False
2026-01-21 12:36:00+05:30,2026-01-21 15:15:00+05:30,BUY_CE,59000,416.17,311.81,15,-1585.3,-25.07,stoploss,54.99,-26.57,159,False,False
