entry_time,exit_time,signal_type,strike,entry_price,exit_price,quantity,pnl,pnl_pct,exit_reason,max_profit_pct,max_loss_pct,duration_minutes,hit_breakeven,trailing_activated
2026-01-16 13:32:00+05:30,2026-01-16 15:25:00+05:30,BUY_CE,25750,100.0,89.91,25,-272.25,-10.09,time_exit,2.6,-24.8,113,False,False
2026-01-16 13:33:00+05:30,2026-01-16 14:09:00+05:30,BUY_CE,25750,101.7,76.2,25,-657.54,-25.07,stoploss,0.0,-26.06,36,False,False
2026-01-16 14:26:00+05:30,2026-01-16 15:25:00+05:30,BUY_CE,25750,92.89,89.91,25,-94.57,-3.21,time_exit,6.95,-13.56,59,False,False
2026-01-19 13:51:00+05:30,2026-01-19 15:10:00+05:30,BUY_CE,25650,49.05,36.75,25,-327.48,-25.07,stoploss,44.75,-25.48,79,False,False
2026-01-19 13:52:00+05:30,2026-01-19 15:06:00+05:30,BUY_CE,25650,52.2,39.11,25,-347.24,-25.07,stoploss,36.01,-27.3,74,False,False
2026-01-19 13:55:00+05:30,2026-01-19 15:06:00+05:30,BUY_CE,25650,51.9,38.89,25,-345.36,-25.07,stoploss,36.8,-26.88,71,False,False
2026-01-19 13:56:00+05:30,2026-01-19 15:06:00+05:30,BUY_CE,25650,51.6,38.66,25,-343.48,-25.07,stoploss,37.59,-26.46,70,False,False
2026-01-19 13:57:00+05:30,2026-01-19 15:06:00+05:30,BUY_CE,25650,52.05,39.0,25,-346.3,-25.08,stoploss,36.4,-27.09,69,False,False
2026-01-19 14:01:00+05:30,2026-01-19 14:28:00+05:30,BUY_CE,25650,58.66,43.95,25,-387.72,-25.07,stoploss,21.04,-26.18,27,False,False
2026-01-19 14:07:00+05:30,2026-01-19 14:11:00+05:30,BUY_CE,25700,45.6,34.16,25,-305.83,-25.08,stoploss,1.54,-30.04,4,False,False
2026-01-19 14:13:00+05:30,2026-01-19 14:52:00+05:30,BUY_PE,25550,47.0,35.21,25,-314.61,-25.08,stoploss,2.77,-26.17,39,False,False
2026-01-19 14:14:00+05:30,2026-01-19 14:52:00+05:30,BUY_PE,25550,46.45,34.8,25,-311.16,-25.07,stoploss,3.99,-25.29,38,False,False
2026-01-19 14:16:00+05:30,2026-01-19 15:25:00+05:30,BUY_PE,25550,45.75,66.08,25,488.45,44.46,time_exit,57.39,-24.15,69,False,False
2026-01-19 15:06:00+05:30,2026-01-19 15:25:00+05:30,BUY_PE,25550,46.9,66.08,25,459.68,40.91,time_exit,53.53,-6.71,19,False,False
2026-01-19 13:51:00+05:30,2026-01-19 15:10:00+05:30,BUY_CE,25650,49.05,36.75,25,-327.48,-25.07,stoploss,44.75,-25.48,79,False,False
2026-01-19 13:52:00+05:30,2026-01-19 15:06:00+05:30,BUY_CE,25650,52.2,39.11,25,-347.24,-25.07,stoploss,36.01,-27.3,74,False,False
2026-01-19 13:55:00+05:30,2026-01-19 15:06:00+05:30,BUY_CE,25650,51.9,38.89,25,-345.36,-25.07,stoploss,36.8,-26.88,71,False,False
2026-01-19 13:56:00+05:30,2026-01-19 15:06:00+05:30,BUY_CE,25650,51.6,38.66,25,-343.48,-25.07,stoploss,37.59,-26.46,70,False,False
2026-01-19 13:57:00+05:30,2026-01-19 15:06:00+05:30,BUY_CE,25650,52.05,39.0,25,-346.3,-25.08,stoploss,36.4,-27.09,69,False,False
2026-01-19 14:01:00+05:30,2026-01-19 14:28:00+05:30,BUY_CE,25650,58.66,43.95,25,-387.72,-25.07,stoploss,21.04,-26.18,27,False,False
2026-01-19 14:07:00+05:30,2026-01-19 14:11:00+05:30,BUY_CE,25700,45.6,34.16,25,-305.83,-25.08,stoploss,1.54,-30.04,4,False,False
2026-01-19 14:13:00+05:30,2026-01-19 14:52:00+05:30,BUY_PE,25550,47.0,35.21,25,-314.61,-25.08,stoploss,2.77,-26.17,39,False,False
2026-01-19 14:14:00+05:30,2026-01-19 14:52:00+05:30,BUY_PE,25550,46.45,34.8,25,-311.16,-25.07,stoploss,3.99,-25.29,38,False,False
