date,open,high,low,close,volume,delivery_qty,delivery_pct
2026-03-27,2297.272194368575,2333.8180460747326,2245.748230859719,2263.055908203125,1932445,665964,51.69
2026-03-30,2196.753925200653,2252.405089647176,2180.44477277369,2193.9580078125,2753815,948792,51.68
2026-04-01,2294.6092094703718,2356.451173955585,2261.9906625113604,2347.531005859375,2443438,635715,39.03
2026-04-02,2286.6210383058956,2374.757399927108,2263.4553193376514,2363.573974609375,1696813,457064,40.4
2026-04-06,2419.691060821751,2575.8604381884174,2419.691060821751,2551.96240234375,7316710,1505964,30.87
2026-04-07,2541.710776500672,2595.36489256827,2513.818885674299,2544.90625,2988603,696655,34.97
2026-04-08,2636.1045883465395,2662.0662244438918,2590.705123089196,2599.491943359375,2138406,481508,33.78
2026-04-09,2601.4890455835016,2621.7925393137757,2557.0215518348296,2563.345458984375,1124460,251572,33.56
2026-04-10,2582.8501127774302,2642.0958183227212,2577.0586219403717,2607.1474609375,1779396,507806,42.81
2026-04-13,2555.224043050242,2596.0304410197036,2538.249127562999,2579.787841796875,639277,126343,29.65
2026-04-15,2605.483075080148,2662.0662090456735,2602.8205057083865,2648.219970703125,1129743,363457,48.26
2026-04-16,2675.846008251981,2726.171545622498,2626.185991362294,2718.183349609375,2089150,475999,34.18
2026-04-17,2729.832958824393,2774.3004545100407,2722.6436309699925,2734.426025390625,1872909,439277,35.18
2026-04-20,2762.584450190043,2847.1260261888438,2747.7396872216204,2824.35986328125,3342232,563090,25.27
2026-04-21,2838.4723358083024,2958.628033616171,2824.3598889979967,2922.68115234375,3657111,758036,31.09
2026-04-22,2952.9697159093503,2994.2422245577723,2886.8008905119905,2951.97119140625,3895303,749468,28.86
2026-04-23,2955.6325989589595,2981.8604448515243,2812.5108313956307,2830.084716796875,7204105,1339647,27.89
2026-04-24,2835.8096395123644,2891.7270126858475,2795.868658674162,2860.6396484375,2433141,600246,37.0
2026-04-27,2886.401615046274,2894.722571418135,2826.756352292033,2836.34228515625,1586730,444447,42.02
2026-04-28,2836.342089264659,2842.39978799035,2797.1997359228003,2831.748779296875,1343208,321683,35.92
2026-04-29,2844.463599001829,2865.565718033561,2808.3168163310365,2814.70751953125,965358,246063,38.23
2026-04-30,2805.9203976030335,2808.1171027473893,2745.2766112829318,2758.98974609375,850288,198882,35.08
2026-05-01,2758.98974609375,2758.98974609375,2758.98974609375,2758.98974609375,0,0,0.0
2026-05-04,2752.5992877928034,2791.8079515065297,2707.465785343356,2768.24267578125,1021008,297791,43.75
2026-05-05,2762.651067315055,2768.242658214448,2713.057602842021,2752.865478515625,697752,160410,34.48
2026-05-06,2767.843368496611,2878.7461403068155,2766.9113960423815,2855.64697265625,2076619,542156,39.16
2026-05-07,2889.5966392217756,2899.049223535231,2854.248727606903,2858.50927734375,899052,212183,35.4
2026-05-08,2851.253224325011,2875.018155451696,2810.447068953779,2824.02685546875,812644,243170,44.88
2026-05-11,2813.975160854967,2821.8302528030104,2764.781251887573,2783.287109375,671347,191512,42.79
2026-05-12,2766.5786960088535,2784.884897690392,2687.7618106552272,2696.41552734375,1257577,402642,48.03
2026-05-13,2688.36067887704,2747.273623602096,2676.711389050539,2718.982177734375,682320,160138,35.2
2026-05-14,2728.767765406438,2773.568263203857,2728.767765406438,2750.868408203125,1006207,299794,44.69
2026-05-15,2750.8683328040765,2758.85652847696,2684.0337460889236,2730.16552734375,1025671,273040,39.93
2026-05-18,2696.681800026386,2708.4641936029575,2649.817702559563,2684.2333984375,1621033,583571,54.0
2026-05-19,2690.0249593236435,2735.757429437191,2680.1062665326613,2709.0634765625,778135,218988,42.21
2026-05-20,2684.4996966172866,2738.619919063431,2677.3769210842715,2729.233642578125,751509,233295,46.57
2026-05-21,2752.5992748069134,2789.810889343975,2697.347423516546,2776.164306640625,1122106,284108,37.98
2026-05-22,2788.546173480058,2872.3556795889685,2767.444054844609,2860.10693359375,1631965,344993,31.71
2026-05-25,2889.7299337490367,2903.709276897788,2855.7801003877835,2862.43701171875,876774,236924,40.53
2026-05-26,2855.7800122208523,2869.2934906116275,2815.839033028952,2822.2294921875,843390,191327,34.03
2026-05-27,2822.2295561105166,2853.982684043358,2809.51518955207,2828.220703125,644872,155960,36.28
2026-05-28,2828.220703125,2828.220703125,2828.220703125,2828.220703125,0,0,0.0
2026-05-29,2835.809558521618,2886.2016474757643,2789.211667614418,2811.844970703125,1777057,662110,55.89
2026-06-01,2818.701602317108,2833.2133619218303,2757.8581589387763,2767.444091796875,978147,242268,37.15
2026-06-02,2699.6109632543285,2826.024019975792,2699.6109632543285,2802.791748046875,1130323,324797,43.1
2026-06-03,2809.182248889497,2852.3187033909976,2772.5698454954922,2834.2119140625,817263,167423,30.73
2026-06-04,2825.8242025809595,2844.796167191927,2746.9407707774626,2833.4130859375,1567328,400844,25.57
2026-06-05,2825.824406723398,2833.313340663478,2748.9380182719137,2770.106689453125,1346639,450230,33.43
2026-06-08,2735.9570077345998,2793.8714261465,2704.5034873902055,2720.08056640625,954677,369929,38.75
2026-06-09,2727.1700083786236,2799.6629830685697,2727.1700083786236,2767.2109375,1496702,495978,33.14
2026-06-10,2781.0902496339886,2841.301322730479,2739.2521726873797,2750.63525390625,1588046,564709,35.56
2026-06-11,2743.9452578863215,2745.9423068367482,2676.045593571813,2706.89990234375,980802,315076,32.12
2026-06-12,2758.0,2783.89990234375,2720.39990234375,2755.300048828125,583327,223467,38.31
2026-06-15,2791.300048828125,2944.5,2791.300048828125,2901.10009765625,2230325,799775,35.86
2026-06-16,2915.5,2923.199951171875,2875.0,2897.800048828125,811498,299919,36.96
2026-06-17,2905.0,3115.0,2905.0,3102.800048828125,5645225,1718831,30.45
2026-06-18,3125.0,3192.0,3105.0,3179.699951171875,3695494,1145697,31.0
2026-06-19,3182.0,3218.800048828125,3140.0,3205.800048828125,2456189,1196789,48.73
