entry_time,exit_time,signal_type,strike,entry_price,exit_price,quantity,pnl,pnl_pct,exit_reason,max_profit_pct,max_loss_pct,duration_minutes,hit_breakeven,trailing_activated,date,symbol,day_of_week
2026-01-22 13:34:00+05:30,2026-01-22 15:25:00+05:30,BUY_CE,25250,138.39,196.95,25,1444.12,42.32,time_exit,52.4,-19.94,111,False,False,2026-01-23,NIFTY,Friday
2026-01-22 13:52:00+05:30,2026-01-22 13:58:00+05:30,BUY_CE,25300,116.52,115.18,25,-53.29,-1.14,sideways_exit,3.76,-3.92,6,False,False,2026-01-23,NIFTY,Friday
2026-01-22 13:55:00+05:30,2026-01-22 15:25:00+05:30,BUY_CE,25300,117.47,162.64,25,1109.25,38.45,time_exit,48.98,-23.38,90,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:08:00+05:30,2026-01-22 14:31:00+05:30,BUY_PE,25150,93.39,69.97,25,-605.46,-25.07,stoploss,17.41,-29.92,23,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:12:00+05:30,2026-01-22 14:29:00+05:30,BUY_PE,25150,99.8,74.77,25,-645.62,-25.08,stoploss,9.87,-26.1,17,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:15:00+05:30,2026-01-22 14:29:00+05:30,BUY_PE,25150,101.85,76.31,25,-658.48,-25.07,stoploss,7.66,-27.59,14,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:18:00+05:30,2026-01-22 14:28:00+05:30,BUY_PE,25100,86.24,64.61,25,-560.59,-25.07,stoploss,1.76,-27.7,10,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:22:00+05:30,2026-01-22 15:25:00+05:30,BUY_CE,25250,125.48,196.95,25,1766.94,56.97,time_exit,68.08,-5.76,63,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:27:00+05:30,2026-01-22 15:25:00+05:30,BUY_CE,25250,130.48,196.95,25,1641.81,50.94,time_exit,61.63,-1.06,58,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:30:00+05:30,2026-01-22 15:25:00+05:30,BUY_CE,25300,116.67,162.64,25,1129.27,39.4,time_exit,50.0,-1.6,55,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:33:00+05:30,2026-01-22 15:25:00+05:30,BUY_CE,25300,134.08,162.64,25,693.83,21.3,time_exit,30.52,-14.38,52,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:36:00+05:30,2026-01-22 15:25:00+05:30,BUY_CE,25350,115.27,132.72,25,416.3,15.14,time_exit,24.89,-20.7,49,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:40:00+05:30,2026-01-22 15:25:00+05:30,BUY_CE,25350,119.57,132.72,25,308.69,11.0,time_exit,20.39,-23.56,45,False,False,2026-01-23,NIFTY,Friday
2026-01-22 14:47:00+05:30,2026-01-22 15:02:00+05:30,BUY_CE,25350,122.72,91.95,25,-789.32,-25.07,stoploss,6.42,-25.52,15,False,False,2026-01-23,NIFTY,Friday
2026-01-22 15:02:00+05:30,2026-01-22 15:15:00+05:30,BUY_PE,25200,80.63,60.41,25,-525.45,-25.07,stoploss,7.65,-25.4,13,False,False,2026-01-23,NIFTY,Friday
2026-01-22 15:05:00+05:30,2026-01-22 15:17:00+05:30,BUY_PE,25200,78.83,59.06,25,-514.16,-25.08,stoploss,1.99,-29.4,12,False,False,2026-01-23,NIFTY,Friday
2026-01-22 15:10:00+05:30,2026-01-22 15:25:00+05:30,BUY_CE,25350,121.02,132.72,25,272.41,9.66,time_exit,18.95,-4.69,15,False,False,2026-01-23,NIFTY,Friday
2026-01-23 11:20:00+05:30,2026-01-23 13:23:00+05:30,BUY_PE,25200,70.57,114.92,25,1088.81,62.85,trailing_sl,76.99,-13.35,123,False,True,2026-01-23,NIFTY,Friday
2026-01-23 11:35:00+05:30,2026-01-23 13:25:00+05:30,BUY_PE,25200,73.47,118.14,25,1096.6,60.79,trailing_sl,75.3,-13.85,110,False,True,2026-01-23,NIFTY,Friday
2026-01-23 11:38:00+05:30,2026-01-23 13:30:00+05:30,BUY_PE,25200,78.13,156.1,25,1929.29,99.8,target_4x,104.66,-18.98,112,True,True,2026-01-23,NIFTY,Friday
2026-01-23 11:41:00+05:30,2026-01-23 12:42:00+05:30,BUY_PE,25150,69.57,52.12,25,-456.11,-25.08,stoploss,26.06,-25.25,61,False,False,2026-01-23,NIFTY,Friday
2026-01-23 11:44:00+05:30,2026-01-23 12:42:00+05:30,BUY_PE,25150,71.07,53.25,25,-465.53,-25.07,stoploss,23.4,-26.83,58,False,False,2026-01-23,NIFTY,Friday
2026-01-23 11:47:00+05:30,2026-01-23 12:42:00+05:30,BUY_PE,25150,76.03,56.96,25,-496.59,-25.08,stoploss,15.36,-31.6,55,False,False,2026-01-23,NIFTY,Friday
2026-01-23 11:50:00+05:30,2026-01-23 12:28:00+05:30,BUY_PE,25150,84.88,63.6,25,-552.12,-25.07,stoploss,0.55,-25.37,38,False,False,2026-01-23,NIFTY,Friday
2026-01-23 12:09:00+05:30,2026-01-23 12:39:00+05:30,BUY_PE,25150,81.28,60.9,25,-529.53,-25.08,stoploss,0.88,-25.26,30,False,False,2026-01-23,NIFTY,Friday
2026-01-23 12:19:00+05:30,2026-01-23 13:15:00+05:30,BUY_CE,25250,106.06,79.46,25,-684.84,-25.08,stoploss,15.03,-26.83,56,False,False,2026-01-23,NIFTY,Friday
2026-01-23 12:45:00+05:30,2026-01-23 12:59:00+05:30,BUY_CE,25300,93.69,70.2,25,-607.34,-25.07,stoploss,1.39,-25.82,14,False,False,2026-01-23,NIFTY,Friday
2026-01-23 13:00:00+05:30,2026-01-23 13:31:00+05:30,BUY_PE,25150,67.77,135.4,25,1670.8,99.8,target_4x,102.16,-10.72,31,True,True,2026-01-23,NIFTY,Friday
2026-01-23 13:17:00+05:30,2026-01-23 13:40:00+05:30,BUY_PE,25100,66.22,111.36,25,1108.66,68.18,trailing_sl,84.02,-5.91,23,False,True,2026-01-23,NIFTY,Friday
2026-01-23 13:20:00+05:30,2026-01-23 13:46:00+05:30,BUY_PE,25100,71.62,119.77,25,1183.69,67.22,trailing_sl,85.7,-3.87,26,False,True,2026-01-23,NIFTY,Friday
2026-01-23 13:24:00+05:30,2026-01-23 15:13:00+05:30,BUY_PE,25100,76.08,125.01,25,1203.37,64.32,trailing_sl,84.03,-7.53,109,False,True,2026-01-23,NIFTY,Friday
2026-01-23 13:30:00+05:30,2026-01-23 15:25:00+05:30,BUY_PE,25050,81.08,92.91,25,275.65,14.59,time_exit,40.6,-22.24,115,False,False,2026-01-23,NIFTY,Friday
2026-01-23 13:34:00+05:30,2026-01-23 14:33:00+05:30,BUY_PE,25000,74.27,55.65,25,-485.61,-25.08,stoploss,17.34,-25.68,59,False,False,2026-01-23,NIFTY,Friday
2026-01-23 13:37:00+05:30,2026-01-23 14:33:00+05:30,BUY_PE,25000,75.53,56.59,25,-493.45,-25.07,stoploss,15.39,-26.91,56,False,False,2026-01-23,NIFTY,Friday
2026-01-23 13:44:00+05:30,2026-01-23 14:15:00+05:30,BUY_PE,25000,85.03,63.71,25,-553.06,-25.07,stoploss,2.49,-30.26,31,False,False,2026-01-23,NIFTY,Friday
2026-01-23 14:22:00+05:30,2026-01-23 14:28:00+05:30,BUY_PE,25000,81.93,61.39,25,-533.61,-25.08,stoploss,0.02,-25.61,6,False,False,2026-01-23,NIFTY,Friday
2026-01-23 14:28:00+05:30,2026-01-23 15:25:00+05:30,BUY_CE,25100,110.96,102.25,25,-237.83,-7.85,time_exit,18.06,-20.65,57,False,False,2026-01-23,NIFTY,Friday
2026-01-23 14:33:00+05:30,2026-01-23 15:09:00+05:30,BUY_CE,25150,94.34,70.69,25,-611.42,-25.08,stoploss,9.7,-27.23,36,False,False,2026-01-23,NIFTY,Friday
2026-01-23 14:41:00+05:30,2026-01-23 15:09:00+05:30,BUY_CE,25150,101.65,76.16,25,-657.23,-25.08,stoploss,0.69,-32.47,28,False,False,2026-01-23,NIFTY,Friday
2026-01-23 14:49:00+05:30,2026-01-23 15:25:00+05:30,BUY_PE,25000,70.27,73.23,25,53.91,4.21,time_exit,29.93,-23.65,36,False,False,2026-01-23,NIFTY,Friday
2026-01-23 14:57:00+05:30,2026-01-23 15:09:00+05:30,BUY_CE,25150,96.2,72.07,25,-623.03,-25.08,stoploss,0.78,-28.64,12,False,False,2026-01-23,NIFTY,Friday
2026-01-23 15:02:00+05:30,2026-01-23 15:25:00+05:30,BUY_PE,25000,72.12,73.23,25,7.62,1.53,time_exit,26.59,-11.26,23,False,False,2026-01-23,NIFTY,Friday
2026-01-23 15:06:00+05:30,2026-01-23 15:25:00+05:30,BUY_PE,25000,71.42,73.23,25,25.13,2.53,time_exit,27.83,-10.39,19,False,False,2026-01-23,NIFTY,Friday
2026-01-23 15:09:00+05:30,2026-01-23 15:15:00+05:30,BUY_PE,25000,85.89,64.35,25,-558.4,-25.08,stoploss,1.65,-25.48,6,False,False,2026-01-23,NIFTY,Friday
2026-01-23 15:12:00+05:30,2026-01-23 15:25:00+05:30,BUY_PE,25000,83.28,73.23,25,-271.41,-12.08,time_exit,0.86,-23.15,13,False,False,2026-01-23,NIFTY,Friday
2026-01-27 11:17:00+05:30,2026-01-27 11:42:00+05:30,BUY_CE,25100,46.7,93.3,25,1145.08,99.8,target_4x,101.3,-8.67,25,True,True,2026-01-27,NIFTY,Tuesday
2026-01-27 11:21:00+05:30,2026-01-27 11:43:00+05:30,BUY_CE,25100,54.2,108.3,25,1332.39,99.8,target_4x,102.57,-21.32,22,True,True,2026-01-27,NIFTY,Tuesday
2026-01-27 11:30:00+05:30,2026-01-27 11:34:00+05:30,BUY_CE,25150,41.29,30.94,25,-278.84,-25.07,stoploss,2.2,-28.07,4,False,False,2026-01-27,NIFTY,Tuesday
2026-01-27 11:39:00+05:30,2026-01-27 11:44:00+05:30,BUY_CE,25150,41.54,83.0,25,1016.46,99.8,target_4x,118.1,-8.53,5,True,True,2026-01-27,NIFTY,Tuesday
2026-01-27 11:42:00+05:30,2026-01-27 11:51:00+05:30,BUY_CE,25150,64.16,48.07,25,-422.23,-25.07,stoploss,48.53,-34.23,9,False,False,2026-01-27,NIFTY,Tuesday
2026-01-27 11:45:00+05:30,2026-01-27 11:48:00+05:30,BUY_CE,25200,62.16,46.57,25,-409.68,-25.08,stoploss,0.38,-37.42,3,False,False,2026-01-27,NIFTY,Tuesday
2026-01-27 11:50:00+05:30,2026-01-27 12:03:00+05:30,BUY_PE,25050,43.09,32.29,25,-290.14,-25.08,stoploss,24.61,-25.51,13,False,False,2026-01-27,NIFTY,Tuesday
2026-01-27 11:53:00+05:30,2026-01-27 12:03:00+05:30,BUY_PE,25050,47.45,35.55,25,-317.44,-25.07,stoploss,12.23,-32.35,10,False,False,2026-01-27,NIFTY,Tuesday
2026-01-27 12:03:00+05:30,2026-01-27 12:16:00+05:30,BUY_CE,25200,46.05,34.5,25,-308.65,-25.07,stoploss,5.98,-26.05,13,False,False,2026-01-27,NIFTY,Tuesday
2026-01-27 12:19:00+05:30,2026-01-27 12:21:00+05:30,BUY_PE,25050,44.14,33.07,25,-296.73,-25.07,stoploss,0.47,-30.68,2,False,False,2026-01-27,NIFTY,Tuesday
2026-01-27 12:25:00+05:30,2026-01-27 12:28:00+05:30,BUY_CE,25200,38.79,29.06,25,-263.16,-25.07,stoploss,1.06,-25.24,3,False,False,2026-01-27,NIFTY,Tuesday
2026-01-27 12:30:00+05:30,2026-01-27 13:22:00+05:30,BUY_PE,25050,35.14,26.32,25,-240.25,-25.08,stoploss,52.13,-26.71,52,False,False,2026-01-27,NIFTY,Tuesday
