timestamp,direction,strength,entry,stop_loss,target,rr_ratio,reason
2026-01-16 11:33:00+05:30,SHORT,0.03965363396040414,25810.1,25821.452857142856,25791.17857142857,1.6666666666666667,EMA 9/15 bearish crossover
2026-01-16 13:35:00+05:30,SHORT,0.06326060862132644,25688.3,25704.53,25661.25,1.666666666666667,EMA 9/15 bearish crossover
2026-01-16 13:42:00+05:30,SHORT,0.06410585574928335,25692.6,25706.399999999998,25669.6,1.6666666666666665,EMA 9/15 bearish crossover
2026-01-16 13:53:00+05:30,SHORT,0.073031993407212,25689.2,25701.38857142857,25668.885714285716,1.6666666666666667,EMA 9/15 bearish crossover
2026-01-16 14:24:00+05:30,LONG,0.10642470011082693,25699.1,25688.552857142855,25716.67857142857,1.6666666666666667,EMA 9/15 bullish crossover
2026-01-16 14:57:00+05:30,LONG,0.02253025374428542,25708.9,25697.242857142857,25728.328571428574,1.6666666666666667,EMA 9/15 bullish crossover
2026-01-16 13:40:00+05:30,SHORT,0.2782608695652006,25702.3,25716.27142857143,25679.014285714286,1.6666666666666667,RSI crossed below 65 (overbought rejection)
