entry_time,sl_pct,target_pct,total_trades,winners,win_rate,total_pnl,avg_pnl,profit_factor
11:00,30,50,9,3,33.33333333333333,-2339.9999999999986,-259.99999999999983,0.6501588488133061
11:00,25,70,9,3,33.33333333333333,-2414.999999999998,-268.33333333333314,0.616818722729076
10:30,25,60,9,2,22.22222222222222,-2576.250000000001,-286.2500000000001,0.5886227544910179
10:30,40,70,9,4,44.44444444444444,-2620.000000000001,-291.1111111111112,0.7016794762311414
11:00,35,60,9,3,33.33333333333333,-2748.7499999999986,-305.4166666666665,0.6464061746261457
11:00,30,70,9,3,33.33333333333333,-2801.2499999999986,-311.24999999999983,0.581199775742852
10:30,35,70,9,3,33.33333333333333,-2960.000000000001,-328.88888888888897,0.6022841787033926
11:00,35,30,9,4,44.44444444444444,-3008.7499999999977,-334.3055555555553,0.5423084236546875
10:15,30,70,9,3,33.33333333333333,-3026.250000000001,-336.2500000000001,0.6226620947630922
11:00,35,50,9,3,33.33333333333333,-3424.999999999998,-380.5555555555554,0.5594146968966073
11:00,40,40,9,4,44.44444444444444,-3681.249999999999,-409.02777777777766,0.56761121714873
11:00,35,70,9,3,33.33333333333333,-3886.249999999998,-431.8055555555554,0.5000803987779386
