timestamp,open,high,low,close,volume
2026-07-20T09:15:00+05:30,186.0,207.7,160.05,191.75,5926
2026-07-20T09:16:00+05:30,190.35,191.05,142.45,144.6,7298
2026-07-20T09:17:00+05:30,144.1,148.75,134.2,145.05,5296
2026-07-20T09:18:00+05:30,144.85,162.15,142.05,161.4,2678
2026-07-20T09:19:00+05:30,160.9,164.0,156.0,160.95,1828
2026-07-20T09:20:00+05:30,160.0,160.2,149.0,150.0,1722
2026-07-20T09:21:00+05:30,150.0,155.5,149.0,150.55,1237
2026-07-20T09:22:00+05:30,150.3,152.85,147.95,152.2,801
2026-07-20T09:23:00+05:30,151.5,158.0,151.0,156.25,1654
2026-07-20T09:24:00+05:30,156.2,159.5,151.0,154.0,1686
2026-07-20T09:25:00+05:30,154.2,155.2,147.45,147.45,1197
2026-07-20T09:26:00+05:30,147.85,150.0,145.15,146.6,811
2026-07-20T09:27:00+05:30,146.65,146.75,140.05,140.95,708
2026-07-20T09:28:00+05:30,140.65,141.3,133.5,137.55,2276
2026-07-20T09:29:00+05:30,136.95,139.5,132.0,134.1,1091
2026-07-20T09:30:00+05:30,134.5,136.65,130.0,132.3,1980
2026-07-20T09:31:00+05:30,132.15,134.1,127.5,128.4,2917
2026-07-20T09:32:00+05:30,128.15,129.9,124.25,124.5,2837
2026-07-20T09:33:00+05:30,124.5,125.6,122.6,124.1,1321
2026-07-20T09:34:00+05:30,123.85,126.2,122.0,124.0,904
2026-07-20T09:35:00+05:30,123.65,130.95,123.55,130.5,820
2026-07-20T09:36:00+05:30,130.95,132.0,128.25,129.3,998
2026-07-20T09:37:00+05:30,128.9,128.9,124.35,124.95,515
2026-07-20T09:38:00+05:30,125.55,126.15,124.0,126.0,387
2026-07-20T09:39:00+05:30,126.3,126.55,120.7,120.7,1039
2026-07-20T09:40:00+05:30,120.5,124.7,120.2,122.0,849
2026-07-20T09:41:00+05:30,122.25,123.65,120.4,121.0,679
2026-07-20T09:42:00+05:30,121.3,123.7,121.0,123.35,494
2026-07-20T09:43:00+05:30,123.35,124.8,122.45,122.75,324
2026-07-20T09:44:00+05:30,123.05,124.0,122.5,123.45,304
2026-07-20T09:45:00+05:30,123.55,124.9,120.0,120.6,623
2026-07-20T09:46:00+05:30,120.8,120.85,119.0,119.0,601
2026-07-20T09:47:00+05:30,119.0,120.0,117.25,119.0,880
2026-07-20T09:48:00+05:30,119.3,119.95,115.8,117.35,557
2026-07-20T09:49:00+05:30,116.85,117.6,115.0,116.1,413
2026-07-20T09:50:00+05:30,116.8,119.8,116.2,119.25,523
2026-07-20T09:51:00+05:30,118.8,119.25,115.6,116.2,275
2026-07-20T09:52:00+05:30,116.05,116.8,115.7,116.35,346
2026-07-20T09:53:00+05:30,116.6,119.0,116.6,117.75,235
2026-07-20T09:54:00+05:30,117.8,119.65,117.65,119.5,219
2026-07-20T09:55:00+05:30,119.2,121.95,119.2,121.25,864
2026-07-20T09:56:00+05:30,121.25,124.6,121.0,124.2,993
2026-07-20T09:57:00+05:30,124.25,131.0,124.0,126.85,1106
2026-07-20T09:58:00+05:30,126.85,128.0,124.6,126.75,453
2026-07-20T09:59:00+05:30,127.25,127.55,124.0,124.15,469
2026-07-20T10:00:00+05:30,124.0,124.0,120.05,122.85,380
2026-07-20T10:01:00+05:30,122.7,126.15,121.2,124.55,335
2026-07-20T10:02:00+05:30,124.7,127.0,123.75,127.0,288
2026-07-20T10:03:00+05:30,126.65,129.7,126.4,127.2,407
2026-07-20T10:04:00+05:30,127.45,127.45,125.35,127.25,226
2026-07-20T10:05:00+05:30,127.1,127.65,126.2,126.8,112
2026-07-20T10:06:00+05:30,126.6,127.65,123.65,123.65,505
2026-07-20T10:07:00+05:30,123.75,127.65,123.45,126.3,259
2026-07-20T10:08:00+05:30,127.25,129.0,126.8,127.4,265
2026-07-20T10:09:00+05:30,127.4,128.0,125.75,125.95,188
2026-07-20T10:10:00+05:30,125.65,128.55,125.65,127.05,211
2026-07-20T10:11:00+05:30,127.4,128.55,125.45,128.1,205
2026-07-20T10:12:00+05:30,128.55,128.7,126.5,127.85,156
2026-07-20T10:13:00+05:30,128.7,128.85,125.2,125.8,152
2026-07-20T10:14:00+05:30,125.25,127.25,124.65,127.1,275
2026-07-20T10:15:00+05:30,126.7,128.5,125.9,128.5,195
2026-07-20T10:16:00+05:30,128.5,131.6,128.0,131.6,249
2026-07-20T10:17:00+05:30,131.45,136.0,130.15,134.0,700
2026-07-20T10:18:00+05:30,133.45,135.95,132.5,134.3,325
2026-07-20T10:19:00+05:30,134.8,135.75,133.0,133.65,529
2026-07-20T10:20:00+05:30,134.0,137.4,132.9,133.35,503
2026-07-20T10:21:00+05:30,133.05,137.0,131.45,136.25,450
2026-07-20T10:22:00+05:30,136.65,139.25,130.85,131.75,382
2026-07-20T10:23:00+05:30,131.3,132.25,128.0,129.1,394
2026-07-20T10:24:00+05:30,128.65,133.2,127.65,130.55,323
2026-07-20T10:25:00+05:30,130.0,131.45,129.2,129.95,363
2026-07-20T10:26:00+05:30,129.0,134.25,128.65,134.25,286
2026-07-20T10:27:00+05:30,134.8,137.35,133.35,136.0,583
2026-07-20T10:28:00+05:30,136.0,139.35,135.15,135.75,785
2026-07-20T10:29:00+05:30,136.15,136.15,131.55,132.7,256
2026-07-20T10:30:00+05:30,133.55,134.7,132.4,134.1,672
2026-07-20T10:31:00+05:30,134.0,136.9,132.7,135.2,250
2026-07-20T10:32:00+05:30,135.95,135.95,131.55,131.75,330
2026-07-20T10:33:00+05:30,131.95,132.2,130.8,132.0,75
2026-07-20T10:34:00+05:30,131.75,131.75,122.05,123.9,640
2026-07-20T10:35:00+05:30,124.35,126.2,123.25,124.1,438
2026-07-20T10:36:00+05:30,124.25,126.95,124.0,126.95,254
2026-07-20T10:37:00+05:30,127.2,128.0,123.0,124.1,249
2026-07-20T10:38:00+05:30,123.85,125.7,121.85,123.0,422
2026-07-20T10:39:00+05:30,123.6,129.3,123.6,126.75,475
2026-07-20T10:40:00+05:30,127.0,128.8,123.8,124.9,238
2026-07-20T10:41:00+05:30,124.4,127.25,123.7,124.15,282
2026-07-20T10:42:00+05:30,124.55,125.55,123.0,123.85,135
2026-07-20T10:43:00+05:30,123.7,127.35,123.1,127.35,144
2026-07-20T10:44:00+05:30,127.55,129.3,124.5,125.45,92
2026-07-20T10:45:00+05:30,125.0,125.85,124.8,125.2,104
2026-07-20T10:46:00+05:30,125.0,125.9,124.0,124.3,85
2026-07-20T10:47:00+05:30,124.35,124.95,123.5,124.15,104
2026-07-20T10:48:00+05:30,124.3,125.0,123.85,124.1,84
2026-07-20T10:49:00+05:30,124.45,126.95,124.1,126.95,222
2026-07-20T10:50:00+05:30,127.0,129.15,126.45,128.25,186
2026-07-20T10:51:00+05:30,127.6,128.2,124.7,125.7,84
2026-07-20T10:52:00+05:30,125.3,125.35,123.5,124.2,154
2026-07-20T10:53:00+05:30,123.65,124.1,120.25,121.15,285
