Timestamp,Nifty_Spot,BankNifty_Spot,India_VIX,Nifty_PCR,BankNifty_PCR
2026-06-26 09:15:16,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:16:22,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:17:29,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:18:35,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:19:43,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:21:08,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:22:18,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:23:25,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:25:11,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:26:21,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:27:30,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:28:36,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:29:43,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:30:48,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:32:28,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:33:36,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:34:42,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:35:48,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:36:53,24056.00,58177.05,13.05,1.9658,0.8623
2026-06-26 09:38:18,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:39:24,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:40:31,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:41:36,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:42:52,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:43:58,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:45:04,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:46:12,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:47:17,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:48:28,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:49:35,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:50:54,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:52:00,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:53:07,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:54:12,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:55:25,24056.00,58177.05,13.05,0.8679,0.8623
2026-06-26 09:56:30,24056.00,58177.05,13.05,0.8679,0.8623
