Timestamp,Nifty_Spot,BankNifty_Spot,India_VIX,Nifty_PCR,BankNifty_PCR
2026-06-30 10:10:33,23885.70,57797.30,13.80,0.6507,0.8355
2026-06-30 10:11:49,23889.65,57815.55,13.80,0.6540,0.8342
2026-06-30 10:12:57,23895.35,57828.10,13.72,0.6538,0.8274
2026-06-30 10:14:03,23895.60,57835.90,13.77,0.6522,0.8276
2026-06-30 10:15:07,23888.60,57830.95,13.77,0.6564,0.8322
2026-06-30 10:16:10,23886.20,57807.90,13.76,0.6608,0.8426
2026-06-30 10:17:14,23889.80,57817.90,13.77,0.6616,0.8473
2026-06-30 10:18:19,23890.65,57804.30,13.76,0.6602,0.8443
2026-06-30 10:19:23,23892.90,57798.85,13.72,0.6588,0.8434
2026-06-30 10:20:28,23886.40,57754.20,13.78,0.6567,0.8406
2026-06-30 10:21:33,23884.05,57729.25,13.76,0.6603,0.8447
2026-06-30 10:22:41,23878.00,57709.05,13.79,0.6645,0.8276
2026-06-30 10:23:45,23881.70,57708.20,13.81,0.6681,0.8211
2026-06-30 10:24:51,23891.95,57732.95,13.76,0.6661,0.8143
2026-06-30 10:25:57,23902.95,57770.60,13.70,0.6621,0.7902
2026-06-30 10:27:01,23891.40,57745.40,13.74,0.6650,0.8046
2026-06-30 10:28:07,23898.40,57767.80,13.72,0.6717,0.7996
2026-06-30 10:29:12,23897.25,57768.10,13.70,0.6694,0.7978
2026-06-30 10:30:17,23890.55,57748.65,13.73,0.6720,0.8085
2026-06-30 10:31:22,23883.95,57749.90,13.74,0.6764,0.8137
2026-06-30 10:32:26,23885.45,57738.90,13.76,0.6854,0.8180
2026-06-30 10:33:32,23893.65,57760.85,13.75,0.6858,0.8062
2026-06-30 10:34:39,23897.05,57774.45,13.72,0.6814,0.7979
2026-06-30 10:35:44,23899.35,57800.35,13.75,0.6847,0.7930
2026-06-30 10:36:48,23903.40,57811.80,13.68,0.6779,0.7931
2026-06-30 10:37:54,23899.05,57790.65,13.69,0.6792,0.7994
2026-06-30 10:38:58,23906.85,57815.50,13.68,0.6825,0.8030
2026-06-30 10:40:03,23894.45,57749.65,13.68,0.6794,0.8105
2026-06-30 10:41:06,23881.15,57717.95,13.69,0.6915,0.8155
2026-06-30 10:42:11,23883.65,57743.60,13.66,0.6926,0.8185
2026-06-30 10:43:15,23888.15,57756.85,13.66,0.6893,0.7986
2026-06-30 10:44:19,23885.75,57745.15,13.66,0.6856,0.8083
2026-06-30 10:45:23,23891.35,57755.30,13.66,0.6865,0.8114
2026-06-30 10:46:39,23896.75,57754.50,13.70,0.6863,0.8110
2026-06-30 10:47:44,23898.80,57744.80,13.69,0.6865,0.8264
2026-06-30 10:48:51,23905.20,57756.00,13.67,0.6913,0.8148
2026-06-30 10:49:57,23915.30,57779.65,13.60,0.6960,0.8118
2026-06-30 10:51:01,23918.95,57783.80,13.57,0.6918,0.8055
2026-06-30 10:52:04,23921.20,57794.85,13.58,0.6926,1.4072
2026-06-30 10:53:21,23917.65,57781.40,13.57,0.6950,0.8084
2026-06-30 10:54:27,23909.20,57750.70,13.58,0.7021,0.8140
2026-06-30 10:55:33,23907.65,57749.20,13.60,0.7122,0.8328
2026-06-30 10:56:39,23906.80,57753.15,13.61,0.7179,0.8254
2026-06-30 10:57:45,23899.00,57741.75,13.64,0.7161,0.8343
2026-06-30 10:58:50,23893.20,57725.55,13.67,0.7155,0.8303
2026-06-30 10:59:56,23880.95,57660.35,13.72,0.7072,0.8275
2026-06-30 11:01:01,23884.80,57671.60,13.72,0.7026,0.7999
2026-06-30 11:02:05,23889.55,57687.40,13.71,0.7015,0.7976
2026-06-30 11:03:09,23891.55,57675.80,13.68,0.6996,0.7983
2026-06-30 11:04:13,23890.45,57681.35,13.69,0.6985,0.7967
2026-06-30 11:05:18,23878.60,57664.45,13.67,0.7029,0.7959
2026-06-30 11:06:21,23879.95,57673.00,13.68,0.7036,0.7977
2026-06-30 11:07:29,23882.05,57684.70,13.71,0.7024,0.7964
2026-06-30 11:08:35,23883.35,57683.00,13.70,0.7003,0.7954
2026-06-30 11:09:40,23888.40,57682.80,13.66,0.6997,0.7953
2026-06-30 11:10:45,23904.35,57729.35,13.58,0.6956,0.7896
2026-06-30 11:11:51,23921.15,57777.90,13.51,0.7001,0.7679
2026-06-30 11:12:55,23938.60,57809.10,13.46,0.7090,0.7847
2026-06-30 11:14:00,23937.20,57800.05,13.43,0.7252,0.7867
2026-06-30 11:15:06,23940.60,57811.80,13.41,0.7410,0.7899
2026-06-30 11:16:12,23937.60,57812.65,13.44,0.7423,0.7881
2026-06-30 11:17:18,23934.25,57793.85,13.48,0.7450,0.7883
2026-06-30 11:18:24,23930.65,57775.90,13.46,0.7510,0.7928
2026-06-30 11:19:29,23929.70,57762.45,13.45,0.7526,0.7924
2026-06-30 11:20:33,23933.60,57773.80,13.44,0.7503,0.7907
2026-06-30 11:21:38,23939.10,57791.50,13.39,0.7483,0.7877
2026-06-30 11:22:42,23942.45,57790.05,13.33,0.7531,0.7904
2026-06-30 11:23:48,23966.70,57861.70,13.35,0.7513,0.7790
2026-06-30 11:24:52,23994.35,57908.70,13.23,0.7435,0.7885
2026-06-30 11:25:57,23993.20,57890.85,13.22,0.8644,0.8119
2026-06-30 11:27:01,23989.35,57872.65,13.20,0.8872,0.8275
2026-06-30 11:28:07,23988.45,57874.95,13.21,0.8877,0.8275
2026-06-30 11:29:11,23982.25,57869.20,13.26,0.8889,0.8266
2026-06-30 11:30:14,23978.30,57862.95,13.28,0.8854,0.8224
2026-06-30 11:31:18,23959.60,57833.35,13.34,0.9432,0.8364
2026-06-30 11:32:23,23949.25,57807.40,13.33,0.9281,0.8346
2026-06-30 11:33:27,23944.65,57773.70,13.36,0.9160,0.8236
2026-06-30 11:34:32,23950.00,57817.15,13.34,0.9029,0.8115
2026-06-30 11:35:36,23921.65,57739.75,13.39,0.9099,0.8224
2026-06-30 11:36:40,23934.20,57771.30,13.43,0.8656,0.8030
2026-06-30 11:37:45,23934.80,57771.35,13.40,0.8470,0.8012
2026-06-30 11:38:51,23937.20,57760.10,13.38,0.8435,0.8027
2026-06-30 11:39:54,23942.95,57768.05,13.35,0.8422,0.8026
2026-06-30 11:40:58,23956.55,57797.05,13.34,0.8407,0.8077
2026-06-30 11:42:03,23940.70,57757.35,13.35,0.8407,0.8009
2026-06-30 11:43:08,23941.90,57767.85,13.34,0.8416,0.7919
2026-06-30 11:44:14,23936.95,57760.65,13.41,0.8387,0.7854
2026-06-30 11:45:17,23932.60,57735.60,13.41,0.8399,0.7954
2026-06-30 11:46:21,23925.25,57709.55,13.42,0.8360,0.7935
2026-06-30 11:47:28,23932.15,57720.40,13.43,0.8333,0.7933
2026-06-30 11:48:33,23933.50,57732.70,13.39,0.8242,0.7898
2026-06-30 11:49:39,23929.10,57718.00,13.43,0.8237,0.7869
2026-06-30 11:50:43,23930.90,57718.55,13.42,0.8258,0.7952
