Timestamp,Nifty_Spot,BankNifty_Spot,India_VIX,Nifty_PCR,BankNifty_PCR
2026-06-29 09:15:18,24051.85,58136.70,13.70,0.8713,0.8762
2026-06-29 09:16:38,24102.70,58293.50,13.58,0.8689,0.8678
2026-06-29 09:17:44,24094.30,58272.65,13.61,0.8754,0.8780
2026-06-29 09:18:49,24100.60,58294.40,13.58,0.8729,0.8858
2026-06-29 09:19:54,24084.00,58179.20,13.59,0.8804,0.8966
2026-06-29 09:21:10,24097.20,58240.70,13.53,0.8882,0.8779
2026-06-29 09:22:17,24105.45,58230.70,13.49,0.9054,0.8727
2026-06-29 09:23:29,24098.00,58180.70,13.50,0.9088,0.8686
2026-06-29 09:24:40,24083.45,58089.60,13.59,0.9048,0.8708
2026-06-29 09:25:47,24072.95,58055.65,13.57,0.9209,0.8632
2026-06-29 09:26:50,24063.05,58060.10,13.65,0.9237,0.8643
2026-06-29 09:27:55,24064.10,58036.65,13.66,0.9090,0.9212
2026-06-29 09:29:00,24066.25,58010.50,13.66,0.8956,0.9135
2026-06-29 09:30:04,24062.05,58043.25,13.74,0.8943,0.9038
2026-06-29 09:31:08,24052.75,58004.00,13.77,0.8954,0.9024
2026-06-29 09:32:12,24039.25,57967.55,13.84,0.8850,0.8957
2026-06-29 09:33:18,24043.20,57978.10,13.86,0.8591,0.8797
2026-06-29 09:34:21,24027.05,57923.15,13.92,0.8568,0.9633
2026-06-29 09:35:25,24014.40,57901.70,13.89,0.9017,0.9404
2026-06-29 09:36:29,24012.00,57922.50,13.93,0.8820,0.9374
2026-06-29 09:37:33,24031.25,57956.55,13.92,0.8084,0.8548
2026-06-29 09:38:38,24040.15,57981.40,13.84,0.8142,0.8582
2026-06-29 09:39:43,24061.40,57987.85,13.73,0.8208,0.8572
2026-06-29 09:40:47,24070.45,58008.25,13.69,0.8314,0.8551
2026-06-29 09:41:52,24072.40,57989.35,13.67,0.8325,0.8557
2026-06-29 09:43:22,24078.35,58049.35,13.61,0.8348,0.8558
2026-06-29 09:44:29,24093.10,58117.00,13.60,0.8428,0.8001
2026-06-29 09:45:34,24091.70,58089.15,13.59,0.8613,0.8071
2026-06-29 09:46:38,24080.05,58051.40,13.57,0.8790,0.8115
2026-06-29 09:47:41,24084.60,58078.00,13.57,0.8883,0.8162
2026-06-29 09:49:10,24090.30,58109.30,13.59,0.8927,0.8053
2026-06-29 09:50:30,24084.50,58074.60,13.55,0.9002,0.8119
2026-06-29 09:51:37,24084.05,58096.60,13.55,0.9016,0.8109
2026-06-29 09:52:47,24075.20,58061.85,13.57,0.9084,0.8114
2026-06-29 09:53:54,24074.55,58091.05,13.59,0.9349,0.8170
2026-06-29 09:55:03,24073.75,58086.20,13.59,0.9368,0.8228
2026-06-29 09:56:08,24074.35,58069.55,13.57,0.9390,0.8279
2026-06-29 09:57:14,24065.95,58026.80,13.64,0.9383,0.8840
2026-06-29 09:58:19,24074.20,58047.90,13.57,0.9459,0.8827
2026-06-29 09:59:24,24077.80,58051.95,13.56,0.9187,0.8247
2026-06-29 10:00:30,24073.00,58037.50,13.60,0.9399,0.8788
2026-06-29 10:01:35,24082.50,58055.70,13.56,0.9175,0.8247
2026-06-29 10:02:38,24073.25,58036.85,13.58,0.9412,0.8819
2026-06-29 10:03:42,24068.55,58020.85,13.60,0.9440,0.8806
2026-06-29 10:04:45,24055.10,57987.35,13.63,0.9410,0.8770
2026-06-29 10:05:50,24061.35,58020.30,13.63,0.9484,0.8826
2026-06-29 10:06:55,24065.35,58047.25,13.60,0.9445,0.8784
2026-06-29 10:08:01,24075.80,58091.20,13.52,0.9181,0.8245
2026-06-29 10:09:06,24072.55,58074.00,13.49,0.9359,0.8276
2026-06-29 10:10:14,24065.00,58046.30,13.52,0.9371,0.8882
2026-06-29 10:11:18,24065.15,58039.75,13.54,0.9377,0.8883
2026-06-29 10:12:23,24062.70,58022.95,13.51,0.9339,0.8891
2026-06-29 10:13:27,24069.40,58057.15,13.47,0.9295,0.8297
2026-06-29 10:14:30,24074.55,58064.30,13.49,0.9161,0.8207
2026-06-29 10:15:35,24059.60,58010.85,13.57,0.9190,0.8775
2026-06-29 10:16:40,24058.60,58008.65,13.57,0.9224,0.8755
2026-06-29 10:17:44,24059.70,58015.45,13.58,0.9217,0.8738
2026-06-29 10:18:50,24060.35,57998.90,13.58,0.9180,0.8722
2026-06-29 10:19:55,24063.80,58019.90,13.54,0.9135,0.8688
2026-06-29 10:20:59,24063.95,58013.25,13.55,0.9084,0.8641
2026-06-29 10:22:03,24061.90,58025.20,13.57,0.9111,0.8624
2026-06-29 10:23:08,24087.70,58100.95,13.52,0.8907,0.8068
2026-06-29 10:24:13,24094.50,58108.55,13.52,0.8862,0.8146
2026-06-29 10:25:17,24103.35,58142.40,13.47,0.8955,0.8211
2026-06-29 10:26:20,24104.10,58160.30,13.45,0.9197,0.8101
2026-06-29 10:27:25,24114.80,58206.95,13.38,0.9404,0.8204
2026-06-29 10:28:29,24114.80,58204.65,13.38,0.9723,0.8315
2026-06-29 10:29:33,24111.85,58203.25,13.40,1.0000,0.8518
2026-06-29 10:30:37,24111.10,58207.60,13.39,1.0139,0.8581
2026-06-29 10:31:40,24107.10,58186.50,13.42,1.0303,0.8674
2026-06-29 10:32:44,24111.95,58209.45,13.42,1.0337,0.8683
2026-06-29 10:33:49,24113.80,58213.30,13.42,1.0257,0.8688
2026-06-29 10:34:54,24105.60,58165.90,13.45,1.0262,0.8656
2026-06-29 10:35:58,24106.65,58183.40,13.49,1.0341,0.8674
2026-06-29 10:37:02,24103.45,58168.05,13.49,1.0320,0.8667
2026-06-29 10:38:06,24094.75,58178.70,13.54,1.0373,0.8677
2026-06-29 10:39:25,24095.85,58164.40,13.52,1.0420,0.8651
2026-06-29 10:40:52,24101.30,58189.90,13.48,1.0432,0.8652
2026-06-29 10:41:55,24103.10,58205.40,13.51,1.0455,0.8675
2026-06-29 10:42:59,24106.40,58212.00,13.44,1.0413,0.8713
2026-06-29 10:44:03,24104.80,58214.00,13.44,1.0378,0.8738
