date,open,high,low,close,volume,delivery_qty,delivery_pct
2022-01-03,364.4574710934661,374.753707105727,363.92823766730726,372.3961486816406,1643912,,
2022-01-04,372.92541422959306,376.91883345917626,368.8357920894875,375.71600341796875,3034913,,
2022-01-05,375.2348329995801,379.75745587208996,374.0801045318098,378.84332275390625,1521048,,
2022-01-06,375.37919776486075,378.1697575324923,369.0763508530722,372.44427490234375,2579347,,
2022-01-07,372.4442050131548,386.7819596252037,372.4442050131548,382.2593078613281,2731750,,
2022-01-10,384.905555987318,386.78198231914155,382.3074317380182,384.28009033203125,2408661,,
2022-01-11,385.8678467206362,389.7169025482735,378.50653332347304,382.6442565917969,2105501,,
2022-01-12,383.22159437743335,387.5036804363852,380.71970238903333,382.8847961425781,1370663,,
2022-01-13,383.94329827738125,385.38669413556687,379.7574444154501,381.44140625,2490304,,
2022-01-14,380.19048095616324,389.7168878982612,379.3244493006933,387.5036926269531,2146874,,
2022-01-17,388.2735313508631,393.27731599198233,380.0942871960122,392.4112548828125,3057067,,
2022-01-18,394.52825227073953,394.52825227073953,364.6980673429519,366.2857971191406,7265319,,
2022-01-19,367.53673086051754,367.58483231207794,359.020688950775,360.70465087890625,3999114,,
2022-01-20,361.0895241397619,365.4678130858107,358.39519699849546,360.9451904296875,3354873,,
2022-01-21,360.46409947710123,360.46409947710123,350.31219667994185,354.7386169433594,1426135,,
2022-01-24,354.1131763198128,357.1924330776769,335.8301590641703,339.5348815917969,4250468,,
2022-01-25,338.6687787763223,343.0470676123672,330.48953593002466,338.2357482910156,3178488,,
2022-01-27,337.65836805406036,340.93005916391934,327.6027287698475,338.38006591796875,2852549,,
2022-01-28,341.0263124785232,353.2470754750969,339.6791489225612,347.0885925292969,3157848,,
2022-01-31,350.841433091296,355.31595447143326,349.3018049373874,351.37066650390625,1955762,,
2022-02-01,356.03762775726204,368.40272421607835,352.6697042514501,366.045166015625,6354846,,
2022-02-02,369.2206972755933,371.72256010644827,363.5914471742378,365.6603088378906,3322525,,
2022-02-03,363.06216650552034,369.79801396844994,363.06216650552034,367.48858642578125,3772405,,
2022-02-04,368.54705792170637,370.37535338024037,363.73573862768933,366.045166015625,5637748,,
2022-02-07,365.66030302244855,369.41312657501214,360.0791838279657,368.2102966308594,2535377,,
2022-02-08,368.54706373527057,371.5300876178087,359.1649909639419,362.0998840332031,2089451,,
2022-02-09,365.0348213765695,371.3376382621783,362.62916159336544,368.3546142578125,2140597,,
2022-02-10,367.34426632234494,369.894259940322,359.3093563920684,360.70465087890625,4638095,,
2022-02-11,360.8489867608124,361.66691700399673,352.7659753305634,354.01690673828125,2050063,,
2022-02-14,348.3395357667127,351.226327499586,340.6895259282128,341.6999206542969,1341336,,
2022-02-15,343.52823742785705,351.2263491909463,340.40087952410204,349.8310546875,2027130,,
